second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
102,1.946392,511,50649,51.32,98.96,1.790257,558,54761,26.70,195.37
103,1.874021,531,51180,51.34,100.14,1.821588,548,55309,26.68,196.59
104,1.888661,526,51706,51.37,100.78,1.883232,531,55840,26.75,197.79
105,1.984502,502,52208,51.39,100.91,1.875279,533,56373,26.73,197.79
106,1.901632,523,52731,51.41,100.91,1.936623,516,56889,26.72,197.79
107,1.833806,543,53274,51.45,101.20,1.976310,505,57394,26.73,198.21
108,1.882139,528,53802,51.48,101.20,1.951627,512,57906,26.72,198.21
109,1.873687,531,54333,51.53,101.20,1.983091,504,58410,26.72,198.21
110,1.870798,531,54864,51.55,101.20,1.953924,510,58920,26.72,198.21
111,1.888920,526,55390,51.59,101.62,1.978792,507,59427,26.75,200.26
112,1.875549,530,55920,51.62,101.62,1.916704,521,59948,26.75,200.26
113,1.853398,536,56456,51.65,101.62,1.944111,514,60462,26.76,202.99
114,1.845683,539,56995,51.67,102.02,1.897871,526,60988,26.78,202.99
115,1.948138,510,57505,51.69,103.36,1.818267,550,61538,26.77,202.99
116,1.864265,533,58038,51.71,103.42,1.787795,559,62097,26.75,202.99
117,1.894343,525,58563,51.74,103.94,1.785215,559,62656,26.72,202.99
118,1.865142,534,59097,51.76,105.00,1.827207,547,63203,26.69,203.39
119,1.849087,538,59635,51.78,105.99,1.756896,569,63772,26.68,204.47
120,1.889808,526,60161,51.79,107.27,1.753621,570,64342,26.65,204.47
121,1.885598,528,60689,51.83,107.84,1.777752,562,64904,26.62,204.47
122,1.909124,521,61210,51.84,107.84,1.837293,543,65447,26.60,204.47
123,1.877338,529,61739,51.87,108.02,1.805510,554,66001,26.57,204.47
124,1.869274,532,62271,51.89,108.33,1.819390,549,66550,26.55,204.47
125,1.903037,522,62793,51.94,108.74,1.818020,550,67100,26.55,208.57
126,1.837756,541,63334,51.95,109.13,1.819190,549,67649,26.54,208.65
127,1.858339,535,63869,51.96,109.31,1.790299,558,68207,26.51,208.65
128,1.845878,539,64408,51.98,109.31,1.833542,545,68752,26.51,208.65
129,1.909250,521,64929,51.97,109.31,1.815676,550,69302,26.54,208.65
130,1.868693,531,65460,52.00,109.31,1.823121,548,69850,26.53,208.65
131,1.884482,528,65988,52.01,109.47,1.803145,554,70404,26.55,209.33
132,1.838831,541,66529,52.02,110.02,1.771580,564,70968,26.56,209.33
133,1.878092,530,67059,52.04,110.55,1.881544,530,71498,26.56,209.33
134,1.859715,535,67594,52.05,112.15,1.833452,546,72044,26.57,210.35
135,1.980326,501,68095,52.08,112.53,2.313014,432,72476,26.58,210.35
136,1.973922,505,68600,52.09,112.79,2.410914,414,72890,26.58,210.35
137,1.964686,507,69107,52.10,113.69,2.360649,424,73314,26.59,210.35
138,1.987752,502,69609,52.11,114.69,1.945930,513,73827,26.61,213.87
139,1.913976,520,70129,52.10,115.20,1.919136,521,74348,26.62,213.87
140,1.941894,514,70643,52.12,116.63,1.984890,503,74851,26.67,214.09
141,2.238584,445,71088,52.11,116.81,1.968391,508,75359,26.74,214.07
142,2.313458,431,71519,52.16,117.38,2.000944,499,75858,26.74,214.41
143,2.337631,427,71946,52.18,117.56,1.995332,501,76359,26.72,214.41
144,2.245703,444,72390,52.20,117.98,1.975368,506,76865,26.72,214.41
145,2.256634,441,72831,52.21,118.61,1.814812,550,77415,26.72,214.41
146,2.231191,446,73277,52.25,118.61,1.760685,568,77983,26.70,214.42
147,2.431371,410,73687,52.27,118.61,1.789517,558,78541,26.68,214.42
148,2.512592,397,74084,52.32,118.76,1.785843,560,79101,26.66,219.67
149,2.518907,396,74480,52.36,118.94,1.783820,560,79661,26.65,220.40
150,2.478965,401,74881,52.39,119.62,1.804020,554,80215,26.66,222.63
151,2.144168,465,75346,52.42,119.78,1.814061,550,80765,26.64,222.63
152,2.099158,475,75821,52.45,119.93,1.802164,555,81320,26.63,222.63
153,2.212299,450,76271,52.45,119.93,1.773569,563,81883,26.60,222.63
154,2.112637,471,76742,52.48,120.12,1.756755,569,82452,26.59,222.73
155,2.129375,467,77209,52.49,120.59,1.749065,571,83023,26.57,222.73
156,2.233318,444,77653,52.51,121.81,1.779968,561,83584,26.55,223.41
157,2.031374,492,78145,52.52,121.81,1.805280,554,84138,26.53,223.41
158,1.920643,518,78663,52.54,122.45,1.810002,552,84690,26.51,225.30
159,1.855858,535,79198,52.53,122.67,1.854679,539,85229,26.50,226.15
160,1.858591,536,79734,52.54,123.37,1.739805,574,85803,26.61,227.45
161,1.856133,536,80270,52.56,125.29,1.743294,573,86376,26.60,227.45
162,1.841145,541,80811,52.58,125.90,1.759240,568,86944,26.59,227.45
163,1.917562,519,81330,52.61,126.74,1.778437,562,87506,26.58,228.14
164,1.843025,540,81870,52.63,126.74,1.728140,578,88084,26.56,228.14
165,1.858294,536,82406,52.64,126.89,1.891852,528,88612,26.56,227.90
166,1.853315,537,82943,52.67,126.89,1.994340,501,89113,26.57,227.92
167,1.843491,540,83483,52.68,127.16,1.973088,506,89619,26.68,228.37
168,1.889675,527,84010,52.69,127.16,2.019624,495,90114,26.69,229.59
169,1.907301,522,84532,52.71,127.46,1.960146,510,90624,26.71,229.76
170,1.869763,532,85064,52.72,128.09,1.941273,515,91139,26.70,229.68
171,1.875511,531,85595,52.72,128.56,1.985563,503,91642,26.71,229.85
172,1.834215,543,86138,52.75,128.67,1.939691,515,92157,26.71,229.85
173,1.890951,526,86664,52.75,128.84,1.959270,510,92667,26.71,229.85
174,2.020983,492,87156,52.76,129.16,1.963597,509,93176,26.71,230.02
175,1.861166,534,87690,52.78,130.30,1.807627,553,93729,26.71,230.02
176,1.933429,514,88204,52.80,131.00,1.803393,554,94283,26.71,231.21
177,1.877287,530,88734,52.81,131.27,1.791405,557,94840,26.70,231.10
178,1.881141,528,89262,52.83,132.02,1.790980,558,95398,26.68,231.10
179,1.856388,537,89799,52.83,132.22,1.838763,543,95941,26.67,231.78
180,1.953493,510,90309,52.85,133.06,1.865717,536,96477,26.66,231.61
181,1.834094,542,90851,52.85,133.58,1.802989,553,97030,26.65,231.61
182,1.962227,507,91358,52.87,134.70,1.782241,562,97592,26.64,231.61
183,1.925992,516,91874,52.90,134.99,1.791666,557,98149,26.62,231.44
184,1.858834,535,92409,52.90,135.11,1.832483,545,98694,26.61,232.13
185,1.850031,538,92947,52.92,135.47,1.771123,565,99259,26.60,232.13
186,1.949697,510,93457,52.94,135.47,1.743099,573,99832,26.59,235.50
187,1.868083,532,93989,52.95,135.68,1.936260,516,100348,26.57,235.50
188,1.891461,526,94515,52.95,135.68,1.828105,546,100894,26.67,236.69
189,1.860433,534,95049,52.97,136.70,1.878334,532,101426,26.69,237.68
190,1.830742,543,95592,52.98,136.88,1.863230,537,101963,26.69,237.68
191,1.826458,545,96137,52.99,137.42,1.861671,536,102499,26.70,237.68
192,1.842830,540,96677,53.01,137.60,1.881152,532,103031,26.71,237.68
193,1.847401,538,97215,53.02,138.54,2.033584,491,103522,26.82,240.92
194,1.875677,532,97747,53.03,139.26,1.809970,552,104074,26.82,241.23
195,1.953629,509,98256,53.06,139.96,2.156449,463,104537,26.83,241.23
196,1.881464,530,98786,53.05,140.40,2.325271,430,104967,26.83,246.66
197,1.884933,528,99314,53.05,140.40,2.297022,435,105402,26.84,246.70
198,1.914159,521,99835,53.06,142.84,1.944092,514,105916,26.85,246.70
199,1.869825,534,100369,53.07,143.47,1.992434,502,106418,26.86,246.86
200,1.878739,530,100899,53.07,143.51,1.965245,508,106926,26.87,247.12
201,2.271153,439,101338,53.10,145.33,1.948339,513,107439,26.87,249.85
202,2.383128,419,101757,53.11,145.33,1.929424,518,107957,26.87,249.85
203,2.368253,421,102178,53.13,145.33,1.913033,522,108479,26.87,249.85
204,2.287207,436,102614,53.13,145.88,1.927244,519,108998,26.87,250.48
205,2.290861,435,103049,53.15,146.06,1.845308,541,109539,26.86,250.65
206,2.341794,425,103474,53.18,146.22,1.815493,550,110089,26.84,251.99
207,2.578868,386,103860,53.19,146.35,1.807602,553,110642,26.84,252.84
208,2.707059,368,104228,53.22,146.35,1.777460,562,111204,26.82,252.84
209,2.627955,378,104606,53.24,146.35,1.761710,568,111772,26.81,252.84
210,2.509200,397,105003,53.25,146.47,1.773611,563,112335,26.79,252.87
211,2.263454,439,105442,53.27,146.65,1.786514,559,112894,26.79,253.55
212,2.263310,440,105882,53.26,146.65,1.838615,544,113438,26.78,253.55
213,2.151400,463,106345,53.29,146.85,1.846254,541,113979,26.76,253.72
214,2.227251,446,106791,53.28,147.07,1.807945,552,114531,26.75,253.72
215,2.210511,452,107243,53.28,148.10,1.797512,556,115087,26.74,253.89
216,2.253499,441,107684,53.30,148.78,1.732563,577,115664,26.72,253.89
217,1.993504,501,108185,53.30,148.94,1.733601,575,116239,26.70,253.89
218,1.855554,536,108721,53.31,149.30,1.777039,563,116802,26.69,253.89
219,1.882792,529,109250,53.31,149.63,1.852204,540,117342,26.68,254.11
220,1.869138,533,109783,53.34,151.16,1.795552,556,117898,26.67,254.62
221,1.890407,527,110310,53.34,151.38,1.805180,553,118451,26.66,255.04
222,1.822557,545,110855,53.35,152.26,1.801022,555,119006,26.64,255.04
223,1.970386,505,111360,53.36,152.98,1.805521,553,119559,26.63,255.04
224,1.847578,539,111899,53.37,153.33,1.812832,551,120110,26.61,255.04
225,1.835668,542,112441,53.36,153.69,1.938408,516,120626,26.61,256.11
226,1.897338,525,112966,53.39,154.14,1.936129,516,121142,26.62,256.11
227,1.861802,535,113501,53.39,154.50,1.965052,508,121650,26.61,256.11
228,1.827479,544,114045,53.38,154.67,1.975225,506,122156,26.61,256.11
229,1.894871,525,114570,53.41,155.13,1.957729,510,122666,26.61,256.11
230,1.868711,532,115102,53.39,155.78,1.962775,510,123176,26.61,256.11
231,1.849174,538,115640,53.40,155.88,1.978343,505,123681,26.63,257.35
232,1.837943,541,116181,53.40,155.88,1.927763,518,124199,26.63,257.35
233,1.843990,540,116721,53.41,156.19,1.941042,515,124714,26.62,257.35
234,1.874559,530,117251,53.40,157.30,1.921929,520,125234,26.63,257.35
235,1.878769,529,117780,53.41,157.78,1.799979,555,125789,26.62,257.35
236,1.952864,509,118289,53.42,157.78,1.822788,548,126337,26.61,257.52
237,1.853763,536,118825,53.44,157.97,1.818448,549,126886,26.60,257.75
238,1.904694,522,119347,53.44,158.13,1.788501,559,127445,26.59,257.75
239,1.930617,515,119862,53.46,159.74,1.737450,575,128020,26.57,257.75
240,1.916186,519,120381,53.46,159.74,1.772029,564,128584,26.56,257.75
241,1.884985,528,120909,53.45,160.36,1.727745,578,129162,26.55,259.15
242,1.883860,527,121436,53.47,161.75,1.714045,583,129745,26.54,259.15
243,1.836907,543,121979,53.47,162.11,1.756310,569,130314,26.53,259.36
244,1.840734,540,122519,53.48,162.34,1.770352,564,130878,26.52,259.36
245,1.856814,531,123050,53.48,162.34,1.755440,570,131448,26.51,259.53
246,1.906398,526,123576,53.51,163.11,1.752754,570,132018,26.49,259.53
247,1.861431,534,124110,53.51,163.29,1.799637,555,132573,26.48,259.53
248,1.841082,540,124650,53.52,163.77,1.812290,551,133124,26.48,259.53
249,1.863703,534,125184,53.53,164.01,1.781488,561,133685,26.49,260.45
250,1.848024,538,125722,53.52,164.01,1.805432,553,134238,26.49,260.62
251,1.876894,531,126253,53.54,164.01,1.836836,544,134782,26.50,261.13
252,1.888328,525,126778,53.54,164.67,1.795113,557,135339,26.49,261.13
253,1.835129,544,127322,53.56,165.94,1.892451,528,135867,26.49,261.13
254,2.179934,457,127779,53.53,165.94,1.804497,554,136421,26.49,261.30
255,1.915117,520,128299,53.53,166.39,2.126488,469,136890,26.50,261.81
256,1.981731,503,128802,53.55,166.68,2.251576,444,137334,26.50,261.81
257,1.901192,524,129326,53.55,167.52,2.226822,449,137783,26.50,261.81
258,1.884524,529,129855,53.55,167.81,1.975551,506,138289,26.50,261.81
259,1.879490,530,130385,53.54,168.21,1.963422,509,138798,26.51,261.81
260,1.957216,509,130894,53.56,170.29,1.919427,520,139318,26.51,262.05
261,2.229271,447,131341,53.57,170.29,1.981803,504,139822,26.52,263.08
262,2.319389,430,131771,53.58,170.88,1.912149,523,140345,26.51,263.08
263,2.304615,432,132203,53.59,171.46,1.936699,516,140861,26.52,263.08
264,2.367317,421,132624,53.61,172.21,1.935671,516,141377,26.52,263.76
265,2.299287,434,133058,53.61,172.33,1.767707,565,141942,26.51,264.27
266,2.300997,433,133491,53.62,172.62,1.747575,572,142514,26.50,264.79
267,2.456211,406,133897,53.63,172.84,1.752103,570,143084,26.49,264.79
268,2.719187,366,134263,53.67,173.39,1.785818,560,143644,26.48,264.45
269,2.644790,377,134640,53.68,173.39,1.770621,564,144208,26.47,264.61
270,2.610954,382,135022,53.68,173.63,1.742613,573,144781,26.46,265.12
271,2.226096,447,135469,53.68,173.76,1.780820,561,145342,26.45,265.12
272,2.195340,454,135923,53.70,173.86,1.810684,552,145894,26.44,265.29
273,2.203388,452,136375,53.71,174.02,1.809787,552,146446,26.43,265.80
274,2.140300,466,136841,53.73,174.18,1.793042,557,147003,26.42,265.80
275,2.189054,453,137294,53.73,174.68,1.739519,575,147578,26.46,266.35
276,2.166408,461,137755,53.73,174.83,1.740437,574,148152,26.45,266.35
277,2.010297,495,138250,53.75,175.95,1.774706,563,148715,26.44,267.20
278,1.906890,522,138772,53.75,176.12,1.767928,565,149280,26.43,266.69
279,1.950360,510,139282,53.75,176.79,1.750984,570,149850,26.43,267.54
280,1.856650,536,139818,53.76,177.16,1.793014,558,150408,26.42,267.54
281,1.904656,522,140340,53.76,177.98,1.774534,563,150971,26.41,267.54
282,1.885262,528,140868,53.78,179.26,1.847144,541,151512,26.41,268.22
283,1.845180,539,141407,53.78,179.54,1.806108,553,152065,26.39,268.22
284,1.875558,531,141938,53.79,179.90,1.824378,548,152613,26.39,271.59
285,1.917958,519,142457,53.81,180.71,1.950875,512,153125,26.38,271.59
286,1.866470,533,142990,53.80,180.88,1.941817,514,153639,26.38,271.76
287,1.816327,548,143538,53.81,181.42,1.941482,515,154154,26.37,271.76
288,1.902600,522,144060,53.82,181.42,1.925012,519,154673,26.38,272.27
289,1.847414,539,144599,53.83,181.71,1.961024,509,155182,26.38,272.78
290,1.879267,530,145129,53.83,181.93,1.939236,516,155698,26.38,273.29
291,1.824051,545,145674,53.83,182.29,1.884362,530,156228,26.37,273.29
292,1.884068,528,146202,53.85,182.66,1.894442,527,156755,26.38,273.29
293,1.887355,528,146730,53.85,182.66,1.919707,521,157276,26.38,273.46
294,1.867986,532,147262,53.86,184.11,1.918875,521,157797,26.38,276.86
295,1.856036,536,147798,53.86,184.11,1.810314,552,158349,26.38,277.37
296,2.003614,496,148294,53.87,185.22,1.779205,561,158910,26.37,277.37
297,1.846505,539,148833,53.88,185.22,1.820016,549,159459,26.40,278.70
298,1.836794,541,149374,53.88,185.42,1.791642,558,160017,26.43,280.11
299,1.834832,542,149916,53.87,185.55,1.794249,557,160574,26.42,280.45
300,2.023389,492,150408,53.89,187.42,1.755694,569,161143,26.41,280.45
301,1.956396,509,150917,53.89,188.16,1.747838,571,161714,26.40,280.45
302,1.952950,509,151426,53.90,189.45,1.766974,566,162280,26.39,279.94
303,1.902485,523,151949,53.89,189.55,1.761879,567,162847,26.39,279.94
304,1.903698,523,152472,53.91,189.69,1.756960,569,163416,26.38,280.86
305,1.865356,533,153005,53.92,189.92,1.782147,560,163976,26.37,280.86
306,1.860669,534,153539,53.91,190.43,1.843555,542,164518,26.36,282.05
307,1.893041,526,154065,53.94,190.43,1.825030,548,165066,26.36,283.02
308,1.899894,524,154589,53.93,190.71,1.867558,535,165601,26.37,283.02
309,1.846686,539,155128,53.93,190.92,1.827195,546,166147,26.37,283.02
310,1.951634,510,155638,53.93,191.08,1.884701,531,166678,26.37,283.36
311,1.917788,518,156156,53.94,191.20,1.887173,529,167207,26.37,283.53
312,1.861634,535,156691,53.94,191.42,1.834040,545,167752,26.38,283.53
313,1.855765,536,157227,53.95,192.27,1.897110,527,168279,26.38,283.53
314,1.880726,529,157756,53.95,192.27,1.827415,547,168826,26.38,284.21
315,1.918821,518,158274,53.98,193.56,2.072169,482,169308,26.38,284.21
316,1.924534,518,158792,53.97,193.71,2.255613,443,169751,26.39,284.38
317,1.896751,526,159318,53.97,194.55,2.163446,462,170213,26.40,284.89
318,1.887968,527,159845,53.98,195.15,1.829911,546,170759,26.40,284.89
319,1.911471,522,160367,53.98,195.27,1.827560,547,171306,26.44,285.57
320,1.899441,525,160892,53.98,196.28,1.862404,536,171842,26.47,286.77
321,2.259975,441,161333,54.00,197.64,1.864633,536,172378,26.47,287.28
322,2.325136,429,161762,54.01,197.64,1.818025,550,172928,26.47,287.28
323,2.320940,430,162192,54.00,197.91,1.853532,539,173467,26.48,287.96
324,2.485713,401,162593,54.01,197.91,1.854867,538,174005,26.48,287.96
325,2.279316,438,163031,54.04,198.21,1.680137,595,174600,26.47,287.96
326,2.305365,432,163463,54.03,198.31,1.709886,584,175184,26.47,287.28
327,2.517644,396,163859,54.05,198.95,1.688825,592,175776,26.47,287.28
328,2.617447,381,164240,54.05,198.95,1.679072,595,176371,26.47,287.28
329,2.578399,386,164626,54.06,199.24,1.767234,565,176936,26.46,287.28
330,2.551867,391,165017,54.08,199.63,1.689579,592,177528,26.45,287.50
331,2.225634,447,165464,54.09,199.63,1.643542,607,178135,26.45,288.19
332,2.231457,447,165911,54.08,199.81,1.657490,603,178738,26.44,288.19
333,2.220689,448,166359,54.08,199.81,1.684681,593,179331,26.44,288.19
334,2.232317,446,166805,54.10,199.98,1.748705,571,179902,26.44,289.72
335,2.246814,443,167248,54.11,200.33,1.680514,595,180497,26.44,290.40
336,2.229534,447,167695,54.11,200.62,1.668772,599,181096,26.43,290.40
337,1.957753,508,168203,54.11,200.76,1.660347,601,181697,26.42,290.40
338,1.918270,518,168721,54.12,200.76,1.699783,588,182285,26.42,291.59
339,1.913192,521,169242,54.11,201.10,1.694240,590,182875,26.42,292.10
340,1.914280,519,169761,54.14,202.02,1.678708,595,183470,26.42,292.10
341,1.827207,545,170306,54.14,202.48,1.674090,596,184066,26.41,292.10
342,1.889750,526,170832,54.13,202.80,1.738447,575,184641,26.41,292.96
343,1.896612,525,171357,54.13,204.84,1.728529,578,185219,26.41,293.64
344,1.929762,516,171873,54.15,206.40,1.662963,601,185820,26.40,293.64
345,1.927601,516,172389,54.16,207.57,1.939122,515,186335,26.39,293.64
346,1.879642,529,172918,54.16,207.57,1.867265,535,186870,26.40,293.98
347,1.921579,518,173436,54.16,207.57,1.875120,533,187403,26.40,293.98
348,1.920140,518,173954,54.17,207.72,1.880384,531,187934,26.40,294.66
349,1.874821,530,174484,54.18,208.01,1.900047,526,188460,26.41,294.66
350,1.893966,525,175009,54.18,208.32,1.969510,507,188967,26.41,295.52
351,1.900729,522,175531,54.18,208.73,1.909655,524,189491,26.41,295.52
352,1.943338,513,176044,54.19,209.33,1.860251,537,190028,26.41,296.20
353,1.912480,521,176565,54.19,209.33,1.855982,538,190566,26.42,296.20
354,1.909350,521,177086,54.19,209.33,1.830698,546,191112,26.43,296.92
355,1.913793,521,177607,54.20,210.01,1.681959,594,191706,26.43,296.92
356,2.025341,491,178098,54.20,210.01,1.653681,604,192310,26.42,296.92
357,1.888399,527,178625,54.22,211.12,1.691649,591,192901,26.42,297.26
358,1.879921,530,179155,54.21,211.12,1.698419,588,193489,26.42,298.24
