second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
159,4.096968,244,34212,25.66,72.04
160,4.165160,240,34452,25.68,72.74
161,4.317763,231,34683,25.69,73.00
162,4.200591,239,34922,25.69,73.43
163,4.228699,236,35158,25.71,74.14
164,4.198145,238,35396,25.71,74.14
165,4.127682,242,35638,25.73,75.01
166,4.002948,250,35888,25.73,75.27
167,4.101558,243,36131,25.74,75.62
168,4.191713,239,36370,25.76,75.97
169,4.120815,243,36613,25.77,76.50
170,4.122242,242,36855,25.76,76.76
171,4.261165,235,37090,25.77,77.38
172,4.392800,227,37317,25.81,77.99
173,4.354912,230,37547,25.83,78.56
174,4.477919,223,37770,25.87,79.25
175,4.430679,225,37995,25.88,79.52
176,4.350035,230,38225,25.90,79.69
177,4.350183,230,38455,25.94,80.31
178,4.356168,230,38685,25.95,80.66
179,4.482118,223,38908,25.98,81.01
180,4.380146,228,39136,26.00,81.62
181,4.462027,223,39359,26.03,82.06
182,4.133914,243,39602,26.03,82.33
183,4.572125,218,39820,26.03,82.86
184,4.349183,230,40050,26.04,83.56
185,4.421204,226,40276,26.01,83.91
186,4.605697,217,40493,26.03,84.62
187,4.625985,216,40709,26.02,85.06
188,4.453704,225,40934,26.02,85.50
189,4.496077,222,41156,26.02,85.68
190,4.378444,228,41384,26.01,86.30
191,4.421552,226,41610,26.01,86.66
192,4.471552,224,41834,26.01,87.35
193,4.754847,209,42043,26.00,87.89
194,4.518971,222,42265,26.06,99.23
195,4.289669,233,42498,26.09,106.01
196,4.286650,233,42731,26.12,106.18
197,4.368305,229,42960,26.14,107.07
198,4.685064,214,43174,26.15,107.42
199,5.702197,175,43349,26.17,107.77
200,5.672293,176,43525,26.20,108.21
201,5.695372,176,43701,26.23,108.74
202,5.625708,177,43878,26.24,108.91
203,5.803489,172,44050,26.27,109.53
204,5.537474,181,44231,26.28,109.61
205,5.596424,179,44410,26.31,109.88
206,5.710921,175,44585,26.35,110.06
207,5.723848,174,44759,26.37,110.33
208,5.165589,194,44953,26.40,110.67
209,4.268900,234,45187,26.42,111.03
210,4.126219,242,45429,26.44,111.03
211,4.272862,234,45663,26.47,111.47
212,4.170292,240,45903,26.47,111.82
213,4.232884,236,46139,26.50,112.08
214,4.248250,235,46374,26.52,112.52
215,4.259260,235,46609,26.53,112.79
216,4.219174,237,46846,26.54,113.15
217,4.201488,238,47084,26.56,102.80
218,4.212682,237,47321,26.58,103.15
219,4.304773,232,47553,26.60,103.59
220,4.087435,245,47798,26.62,104.03
221,4.249404,235,48033,26.65,104.59
222,4.142350,241,48274,26.64,104.67
223,4.284913,234,48508,26.68,105.29
224,4.207400,237,48745,26.68,105.47
225,4.351279,229,48974,26.72,106.10
226,4.884505,205,49179,26.78,123.08
227,4.559298,220,49399,26.83,124.93
228,4.381352,228,49627,26.86,124.93
229,4.403808,227,49854,26.89,125.20
230,4.370239,229,50083,26.92,125.20
231,4.524006,221,50304,26.94,125.28
232,4.695674,212,50516,26.98,125.64
233,4.843917,207,50723,27.01,126.07
234,4.766328,209,50932,27.06,126.25
235,4.809437,208,51140,27.09,126.25
236,5.084614,197,51337,27.13,126.69
237,4.898146,204,51541,27.18,126.87
238,4.677922,213,51754,27.19,127.04
239,4.671663,214,51968,27.22,127.22
240,4.736283,211,52179,27.26,127.31
241,4.603900,217,52396,27.30,127.49
242,4.439608,226,52622,27.32,127.49
243,4.366058,226,52848,27.36,128.10
244,4.636046,218,53066,27.38,128.19
245,4.391094,228,53294,27.39,128.19
246,4.432393,225,53519,27.43,128.36
247,4.451787,225,53744,27.45,128.45
248,4.432593,225,53969,27.49,128.72
249,4.484218,223,54192,27.51,128.72
250,4.321883,231,54423,27.54,129.16
251,4.382954,228,54651,27.55,129.16
252,4.397947,227,54878,27.57,129.69
253,4.417790,227,55105,27.60,129.95
254,4.296468,232,55337,27.61,130.15
255,4.332277,231,55568,27.64,130.15
256,4.205935,238,55806,27.65,130.24
257,4.401501,227,56033,27.68,130.50
258,4.676345,214,56247,27.69,130.68
259,5.758134,173,56420,27.69,130.77
260,5.531669,181,56601,27.73,131.03
261,5.620367,178,56779,27.74,131.03
262,5.700725,175,56954,27.76,131.12
263,5.531821,181,57135,27.80,131.31
264,5.469765,183,57318,27.83,131.50
265,5.638620,177,57495,27.83,131.50
266,5.949013,168,57663,27.85,131.50
267,5.693999,176,57839,27.89,131.67
268,5.655291,176,58015,27.91,131.76
269,4.528558,221,58236,27.92,131.94
270,4.332178,231,58467,27.96,132.46
271,4.473966,223,58690,27.96,132.46
272,4.304634,233,58923,27.99,133.08
273,4.439825,225,59148,28.00,133.26
274,4.394246,226,59374,28.02,133.43
275,4.381185,229,59603,28.05,133.69
276,4.389875,228,59831,28.06,133.86
277,4.739711,211,60042,28.09,134.13
278,4.348666,230,60272,28.09,134.47
279,4.542736,220,60492,28.10,134.47
280,4.353018,229,60721,28.12,134.65
281,4.495422,222,60943,28.12,134.74
282,4.455370,225,61168,28.14,135.00
283,4.358466,229,61397,28.15,135.18
284,4.294547,233,61630,28.16,135.27
285,4.243028,235,61865,28.19,135.80
286,4.228877,236,62101,28.19,135.97
287,4.283384,234,62335,28.21,136.41
288,4.129606,242,62577,28.23,136.59
289,4.249657,235,62812,28.22,136.77
290,4.124877,242,63054,28.25,136.85
291,4.248787,235,63289,28.25,137.12
292,4.332675,231,63520,28.28,137.72
293,4.292437,233,63753,28.30,137.89
294,4.224870,236,63989,28.31,138.24
295,4.347442,230,64219,28.33,138.42
296,4.209764,238,64457,28.35,138.42
297,4.313244,231,64688,28.38,139.30
298,4.207501,238,64926,28.39,139.39
299,4.225610,236,65162,28.42,139.75
300,4.286110,234,65396,28.45,139.92
301,4.112167,243,65639,28.45,140.01
302,4.074650,245,65884,28.48,140.36
303,4.149655,240,66124,28.48,140.36
304,4.194964,239,66363,28.50,140.89
305,4.138555,242,66605,28.50,140.98
306,4.083044,244,66849,28.50,141.31
307,4.161311,240,67089,28.51,141.83
308,4.272608,234,67323,28.51,141.92
309,4.139223,242,67565,28.54,142.54
310,4.024960,248,67813,28.54,142.54
311,4.067224,246,68059,28.54,142.89
312,4.092244,244,68303,28.56,143.07
313,4.019463,249,68552,28.55,143.07
314,3.879310,258,68810,28.57,143.85
315,4.020329,248,69058,28.56,144.12
316,3.999506,250,69308,28.57,144.29
317,4.048866,247,69555,28.58,144.64
318,4.426103,226,69781,28.59,145.00
319,5.690890,175,69956,28.63,145.61
320,6.000404,167,70123,28.67,168.22
321,5.814176,172,70295,28.68,168.75
322,5.613780,178,70473,28.71,169.09
323,5.761673,174,70647,28.74,169.44
324,5.683736,175,70822,28.79,169.87
325,5.738487,175,70997,28.82,172.37
326,5.990122,166,71163,28.85,177.12
327,5.977216,168,71331,28.89,177.56
328,5.179875,193,71524,28.91,177.56
329,4.542016,220,71744,28.93,177.65
330,4.479181,223,71967,28.96,177.65
331,4.465716,224,72191,29.00,178.00
332,4.536529,220,72411,29.01,178.00
333,4.402220,227,72638,29.03,178.00
334,4.439787,225,72863,29.06,178.00
335,4.399873,228,73091,29.08,178.00
336,4.381454,228,73319,29.11,178.44
337,4.373037,228,73547,29.12,178.44
338,4.481772,223,73770,29.16,178.44
339,4.625599,216,73986,29.18,178.44
340,4.427974,226,74212,29.20,178.79
341,4.400857,227,74439,29.23,179.14
342,4.285987,234,74673,29.24,179.14
343,4.533102,220,74893,29.27,179.23
344,4.367405,229,75122,29.29,179.32
345,4.591827,218,75340,29.31,179.32
346,4.223952,236,75576,29.33,179.40
347,4.461711,224,75800,29.36,179.58
348,4.445319,225,76025,29.36,179.58
349,4.320704,229,76254,29.40,179.67
350,4.601365,219,76473,29.42,179.84
351,4.358905,230,76703,29.43,179.84
352,4.362145,229,76932,29.45,179.93
353,4.260647,234,77166,29.49,180.28
354,4.337017,231,77397,29.52,180.28
355,4.239060,236,77633,29.55,180.37
356,4.268256,234,77867,29.59,180.46
357,4.465467,224,78091,29.61,180.46
358,4.285103,233,78324,29.65,180.46
359,4.280670,234,78558,29.68,180.72
360,4.353201,229,78787,29.71,180.72
361,4.228252,236,79023,29.74,180.72
362,4.295112,233,79256,29.76,180.99
363,4.303368,233,79489,29.78,180.99
364,4.120981,242,79731,29.79,181.25
365,4.178561,239,79970,29.80,181.25
366,4.151925,241,80211,29.83,181.25
367,4.206485,238,80449,29.84,181.51
368,4.242688,235,80684,29.84,181.51
369,4.083155,245,80929,29.87,181.69
370,4.165250,240,81169,29.87,181.69
371,4.054784,246,81415,29.89,182.04
372,4.222024,237,81652,29.91,182.04
373,4.181787,239,81891,29.92,182.04
374,4.253970,235,82126,29.93,182.04
375,4.124751,242,82368,29.96,182.21
376,4.200807,238,82606,29.96,182.21
377,3.982255,251,82857,29.98,182.30
378,4.500328,222,83079,30.00,182.30
379,5.307962,189,83268,30.02,182.39
380,5.494742,181,83449,30.02,182.39
381,5.378423,186,83635,30.04,182.56
382,5.355809,187,83822,30.05,182.56
383,5.268486,190,84012,30.05,182.56
384,5.140505,194,84206,30.08,182.74
385,5.412654,185,84391,30.09,182.83
386,5.422116,184,84575,30.10,182.91
387,5.521667,181,84756,30.13,183.09
388,4.900533,204,84960,30.14,183.09
389,4.197650,238,85198,30.15,183.44
390,4.119041,243,85441,30.16,183.44
391,4.249049,235,85676,30.16,183.44
392,4.192315,239,85915,30.18,183.79
393,4.110894,243,86158,30.20,183.79
394,4.168611,239,86397,30.21,183.88
395,4.064884,246,86643,30.21,183.88
396,4.221934,237,86880,30.22,183.88
397,4.064383,246,87126,30.24,184.23
398,4.006011,249,87375,30.25,184.23
399,4.101869,244,87619,30.24,184.23
400,3.938152,254,87873,30.26,184.49
401,4.282383,233,88106,30.27,184.49
402,4.426630,226,88332,30.26,184.58
403,4.374613,228,88560,30.27,184.85
404,4.283674,233,88793,30.28,184.85
405,4.431550,226,89019,30.27,184.94
406,4.279661,233,89252,30.28,185.41
407,4.284192,233,89485,30.29,185.50
408,4.408854,227,89712,30.28,185.50
409,4.290306,233,89945,30.30,185.94
410,4.277071,234,90179,30.30,185.94
411,4.346060,230,90409,30.29,185.94
412,4.401793,227,90636,30.31,186.38
413,4.317371,231,90867,30.32,186.47
414,4.243787,236,91103,30.33,186.47
415,4.452271,224,91327,30.35,186.82
416,4.235872,236,91563,30.35,187.00
417,4.347049,230,91793,30.37,187.52
418,4.396529,227,92020,30.39,188.05
419,4.251335,235,92255,30.40,188.05
420,4.258142,235,92490,30.40,188.14
421,4.371449,229,92719,30.41,188.40
422,4.223108,236,92955,30.43,188.93
423,4.217754,237,93192,30.42,189.11
424,4.280255,234,93426,30.41,189.11
425,4.218182,237,93663,30.43,189.46
426,4.331357,230,93893,30.42,189.55
427,4.308198,232,94125,30.42,189.72
428,4.232283,237,94362,30.43,190.43
429,4.165860,240,94602,30.44,190.78
430,4.332819,230,94832,30.42,190.78
431,4.280864,234,95066,30.44,191.40
432,4.242740,235,95301,30.42,191.49
433,4.204447,238,95539,30.42,191.49
434,4.251786,235,95774,30.42,191.84
435,4.202448,238,96012,30.42,191.93
436,4.279835,234,96246,30.42,192.28
437,4.354941,229,96475,30.43,192.72
438,4.680080,213,96688,30.42,193.15
439,5.829648,172,96860,30.41,193.15
440,5.741573,174,97034,30.40,193.24
441,5.784395,173,97207,30.40,193.77
442,5.705702,175,97382,30.42,193.94
443,5.665365,176,97558,30.41,194.03
444,5.637202,178,97736,30.41,194.03
445,5.809154,171,97907,30.41,194.36
446,6.159703,163,98070,30.43,194.71
447,6.950205,144,98214,30.44,194.71
448,6.018647,166,98380,30.47,207.57
449,4.701266,212,98592,30.49,212.67
450,4.782753,209,98801,30.50,212.67
451,4.641344,216,99017,30.48,212.67
452,4.614122,216,99233,30.51,212.93
453,4.595828,218,99451,30.51,212.93
454,4.742450,211,99662,30.52,212.93
455,4.545191,220,99882,30.53,213.45
456,4.428391,225,100107,30.54,213.45
457,4.677197,214,100321,30.55,213.88
458,4.810205,208,100529,30.54,213.88
459,4.711630,212,100741,30.56,214.49
460,4.658340,214,100955,30.56,214.49
461,4.579695,219,101174,30.57,214.49
462,4.750675,210,101384,30.56,214.58
463,4.600670,217,101601,30.58,215.02
464,4.504474,222,101823,30.59,215.19
465,4.493465,223,102046,30.59,215.28
466,4.584790,218,102264,30.59,215.37
467,4.554123,219,102483,30.60,215.80
468,4.710629,212,102695,30.62,216.07
469,4.685064,214,102909,30.61,216.07
470,4.575156,218,103127,30.62,216.42
471,5.040749,198,103325,30.63,216.77
472,4.857019,206,103531,30.64,216.86
473,4.989235,200,103731,30.64,217.04
474,4.815996,208,103939,30.65,217.04
475,4.832830,206,104145,30.66,217.13
476,4.862926,206,104351,30.67,217.39
477,4.810322,208,104559,30.69,217.74
478,5.096836,196,104755,30.69,217.74
479,4.786404,209,104964,30.71,218.09
480,4.861733,206,105170,30.71,218.09
481,4.661474,214,105384,30.73,218.53
482,4.550505,220,105604,30.74,218.71
483,4.628915,216,105820,30.73,218.80
484,4.631490,210,106030,30.74,218.97
485,4.805911,213,106243,30.74,219.68
486,4.582427,218,106461,30.74,219.86
487,4.792830,209,106670,30.80,221.45
488,4.838521,206,106876,30.81,230.86
489,4.806116,208,107084,30.82,232.27
490,4.776085,209,107293,30.84,232.80
491,4.695035,213,107506,30.84,232.89
492,4.644842,215,107721,30.85,232.89
493,4.821759,207,107928,30.85,233.06
494,5.006206,200,108128,30.88,233.59
495,4.788410,209,108337,30.89,233.68
496,4.675419,213,108550,30.89,233.68
497,4.759024,211,108761,30.90,233.77
498,5.103561,195,108956,30.91,233.85
499,6.061260,165,109121,30.93,234.21
500,6.138285,163,109284,30.94,234.21
501,6.279575,159,109443,30.95,234.21
502,6.500104,154,109597,30.94,234.38
503,6.075250,165,109762,30.96,234.56
504,6.141944,162,109924,30.97,234.64
505,6.463802,155,110079,30.99,234.82
506,6.764019,148,110227,30.99,234.82
507,6.520585,153,110380,30.99,234.82
508,5.724438,174,110554,31.01,234.91
509,4.711845,213,110767,31.02,235.00
510,4.633433,216,110983,31.03,235.17
511,4.620478,216,111199,31.05,235.70
512,4.593835,218,111417,31.05,235.79
513,4.475910,223,111640,31.05,235.97
514,4.438794,225,111865,31.05,235.97
515,4.478573,223,112088,31.08,236.50
516,4.520161,221,112309,31.09,236.67
517,4.548450,218,112527,31.10,236.67
518,4.621860,219,112746,31.11,236.76
519,4.761415,209,112955,31.12,236.85
520,4.643054,216,113171,31.13,237.29
521,4.601619,217,113388,31.14,237.38
522,4.697738,213,113601,31.15,237.38
523,4.716042,212,113813,31.16,237.56
524,4.796971,208,114021,31.16,237.91
525,4.716117,212,114233,31.17,238.00
526,4.652245,215,114448,31.17,238.18
527,4.854525,205,114653,31.18,238.18
528,4.715893,212,114865,31.19,238.18
529,4.764707,210,115075,31.21,238.71
530,4.651459,215,115290,31.21,238.71
531,4.647469,215,115505,31.21,238.80
532,4.552900,219,115724,31.22,238.97
533,4.701860,213,115937,31.23,239.15
534,4.922488,203,116140,31.24,239.32
535,4.738772,211,116351,31.26,239.41
536,4.715159,212,116563,31.26,239.50
537,4.886716,205,116768,31.28,239.76
538,4.747672,210,116978,31.30,239.85
539,4.731216,211,117189,31.32,240.29
540,4.727839,212,117401,31.31,240.39
541,4.521812,221,117622,31.33,240.47
542,4.525429,221,117843,31.34,240.56
543,4.657782,214,118057,31.35,240.56
544,4.570528,219,118276,31.37,241.35
545,4.505043,222,118498,31.37,241.44
546,4.409572,227,118725,31.37,241.44
547,4.473742,223,118948,31.37,241.62
548,4.588998,218,119166,31.38,241.70
549,4.440773,225,119391,31.40,241.97
550,4.380477,228,119619,31.40,242.14
551,4.281210,233,119852,31.40,242.14
552,4.419909,227,120079,31.41,242.23
553,4.690094,213,120292,31.43,242.58
554,4.602014,217,120509,31.42,242.58
555,4.480862,223,120732,31.43,242.58
556,4.470110,224,120956,31.44,242.85
557,4.626355,216,121172,31.43,242.94
558,4.787656,208,121380,31.45,243.37
559,6.254246,160,121540,31.46,243.46
560,5.695274,175,121715,31.45,243.64
561,6.010093,167,121882,31.52,246.27
562,6.345053,158,122040,31.53,259.91
563,6.035485,165,122205,31.55,264.75
564,6.040571,166,122371,31.56,264.84
565,5.734437,174,122545,31.57,264.84
566,6.293791,159,122704,31.59,265.10
567,6.207712,161,122865,31.60,265.10
568,5.457919,183,123048,31.63,265.10
569,4.459236,224,123272,31.64,265.10
570,4.845708,207,123479,31.65,265.10
571,4.676717,213,123692,31.66,265.45
572,4.582083,218,123910,31.68,265.45
573,4.649702,215,124125,31.69,265.45
574,4.512276,222,124347,31.70,265.45
575,4.619438,216,124563,31.71,265.45
576,4.503046,222,124785,31.72,265.45
577,4.905874,204,124989,31.72,265.45
578,5.067367,197,125186,31.73,265.45
579,4.576477,219,125405,31.75,265.45
580,4.670664,214,125619,31.77,265.45
581,4.809921,207,125826,31.78,265.45
582,4.495111,223,126049,31.78,265.45
583,4.983471,201,126250,31.80,265.45
584,4.651070,214,126464,31.80,265.45
585,4.666712,215,126679,31.82,265.45
586,4.602459,217,126896,31.84,265.45
587,4.528490,221,127117,31.84,265.45
588,4.664197,214,127331,31.86,265.45
589,4.404188,227,127558,31.87,265.45
590,4.452819,224,127782,31.88,265.45
591,4.539936,220,128002,31.88,265.45
592,4.678729,214,128216,31.89,265.45
593,4.947425,202,128418,31.91,265.45
594,4.636383,216,128634,31.92,265.45
595,4.806406,208,128842,31.94,265.45
596,4.765113,209,129051,31.95,265.45
597,4.878196,205,129256,31.97,265.45
598,4.741012,211,129467,31.97,265.45
599,4.838376,207,129674,31.98,265.45
600,4.637819,215,129889,32.00,265.45
601,4.735287,211,130100,32.01,265.45
602,4.267108,234,130334,32.02,265.45
603,4.567025,219,130553,32.04,265.45
604,4.395696,227,130780,32.04,265.45
605,4.884262,205,130985,32.11,265.72
606,4.959577,202,131187,32.11,272.49
607,4.992840,200,131387,32.11,272.58
608,4.903830,204,131591,32.12,272.67
609,4.783545,209,131800,32.14,272.67
610,4.824986,207,132007,32.14,272.67
611,4.771318,208,132215,32.15,272.67
612,4.924283,204,132419,32.16,272.67
613,5.036510,199,132618,32.17,272.67
614,4.782687,209,132827,32.17,272.67
615,4.845927,206,133033,32.19,272.67
616,4.852611,206,133239,32.19,272.67
617,4.913538,203,133442,32.20,272.67
618,5.312437,189,133631,32.21,272.67
619,5.913200,168,133799,32.21,272.67
620,6.156344,163,133962,32.23,272.67
621,5.979506,167,134129,32.23,272.67
622,5.870253,170,134299,32.24,272.67
623,5.769589,173,134472,32.25,272.67
624,5.940663,169,134641,32.26,272.67
625,6.178766,161,134802,32.28,272.67
626,6.673626,150,134952,32.28,272.67
627,6.076611,165,135117,32.28,272.67
628,5.579468,179,135296,32.31,272.67
629,4.714159,212,135508,32.30,272.67
630,4.748017,210,135718,32.32,273.10
631,4.897854,204,135922,32.32,273.10
632,4.922147,203,136125,32.33,273.10
633,4.629214,216,136341,32.32,273.44
634,4.732883,211,136552,32.33,273.44
635,4.770939,210,136762,32.34,273.44
636,4.792552,208,136970,32.35,273.44
637,4.870537,205,137175,32.35,273.44
638,5.424482,185,137360,32.36,273.44
639,4.647796,215,137575,32.36,273.44
640,4.854676,206,137781,32.35,273.44
641,4.809887,207,137988,32.37,273.62
642,4.718579,212,138200,32.38,273.62
643,4.851371,206,138406,32.39,273.71
644,4.614596,217,138623,32.40,273.71
645,4.468076,224,138847,32.40,273.71
646,4.693957,213,139060,32.41,273.97
647,5.030993,198,139258,32.40,273.97
648,4.965677,202,139460,32.42,274.06
649,4.690987,213,139673,32.43,274.06
650,4.609524,217,139890,32.43,274.06
651,4.641956,215,140105,32.44,274.32
652,4.897606,204,140309,32.44,274.32
653,5.032550,198,140507,32.45,274.40
654,4.940158,203,140710,32.47,274.40
655,4.622376,216,140926,32.50,274.40
656,4.805431,208,141134,32.53,277.72
657,5.019918,199,141333,32.55,283.00
658,4.986752,201,141534,32.58,287.84
659,4.731425,211,141745,32.60,288.28
660,4.926777,203,141948,32.59,288.28
661,4.877326,205,142153,32.62,288.28
662,4.931121,202,142355,32.63,288.28
663,4.816054,208,142563,32.65,288.28
664,5.004256,200,142763,32.66,288.28
665,4.931367,202,142965,32.66,288.28
666,4.833561,207,143172,32.67,288.28
667,4.899104,204,143376,32.68,288.28
668,4.835117,207,143583,32.69,288.28
669,4.793744,208,143791,32.70,288.28
670,4.658067,215,144006,32.70,288.63
671,4.704763,212,144218,32.71,288.63
672,4.866581,206,144424,32.73,288.63
673,4.859319,206,144630,32.73,288.63
674,4.844378,206,144836,32.73,288.63
675,4.848213,206,145042,32.74,288.63
676,4.764033,210,145252,32.76,288.63
677,4.904533,204,145456,32.77,288.63
678,5.447792,183,145639,32.76,288.63
679,6.529731,153,145792,32.78,288.63
680,6.497702,154,145946,32.77,288.63
681,6.169395,162,146108,32.78,288.63
682,6.310364,159,146267,32.79,288.63
683,5.948952,167,146434,32.81,288.63
684,6.350900,158,146592,32.81,288.63
685,6.056946,165,146757,32.83,288.63
686,7.097967,141,146898,32.81,288.63
687,6.362141,157,147055,32.84,288.63
688,5.740502,174,147229,32.83,288.63
689,4.754698,210,147439,32.85,288.63
690,4.604878,218,147657,32.85,288.63
