second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
106,132.652265,7394,849313,204.05,1340.09
107,171.560099,5909,855222,204.74,1362.71
108,95.406550,10644,865866,204.71,1382.83
109,93.816362,10290,876156,204.95,1389.00
110,147.001018,6806,882962,205.58,1423.80
111,130.701174,7859,890821,205.69,1442.99
112,93.444255,10690,901511,206.03,1450.33
113,96.889164,9285,910796,206.16,1456.45
114,184.882005,5847,916643,207.03,1493.29
115,94.591250,10743,927386,207.09,1513.71
116,89.607147,11235,938621,207.35,1517.96
117,112.812430,8617,947238,207.59,1523.54
118,135.074251,7518,954756,208.46,1575.55
119,92.006388,10953,965709,208.70,1578.86
120,90.888703,11090,976799,208.89,1584.19
121,156.955957,5550,982349,209.10,1591.46
122,148.371939,7200,989549,210.06,1648.71
123,261.759249,3405,992954,209.72,1653.43
124,430.491484,2359,995313,208.81,1658.16
125,472.853635,2060,997373,207.70,1660.66
126,483.376947,2057,999430,206.60,1663.73
127,481.822818,570,,,
