second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
105,1.864198,534,55505,50.91,252.56
106,1.845836,540,56045,50.95,252.56
107,1.903955,523,56568,51.01,252.74
108,1.836642,542,57110,51.06,252.74
109,1.932093,515,57625,51.11,252.91
110,1.922028,517,58142,51.18,253.00
111,1.875166,531,58673,51.20,253.00
112,2.222238,447,59120,51.24,253.00
113,2.213493,449,59569,51.27,253.00
114,2.453847,406,59975,51.29,253.00
115,1.934938,514,60489,51.80,320.47
116,1.849322,539,61028,51.88,320.47
117,1.863846,534,61562,51.92,320.47
118,1.868713,532,62094,51.95,320.47
119,1.894525,526,62620,51.98,320.47
120,1.925420,516,63136,52.04,320.47
121,1.938757,513,63649,52.06,320.47
122,1.848015,538,64187,52.08,320.47
123,1.811242,550,64737,52.07,320.47
124,1.815438,548,65285,52.07,320.47
125,1.821967,547,65832,52.08,320.47
126,1.872560,531,66363,52.08,320.47
127,1.810385,546,66909,52.10,320.47
128,1.874771,534,67443,52.09,320.47
129,1.804030,551,67994,52.09,320.47
130,1.807233,551,68545,52.08,320.47
131,1.803563,551,69096,52.07,320.47
132,1.800325,552,69648,52.07,320.47
133,2.068367,481,70129,52.06,320.47
134,1.807463,552,70681,52.61,336.62
135,1.772023,562,71243,52.61,336.62
136,1.771359,561,71804,52.60,336.62
137,1.772519,561,72365,52.61,336.62
138,1.811466,549,72914,52.61,336.62
139,1.798640,553,73467,52.60,336.62
140,1.822050,547,74014,52.61,336.62
141,1.872362,531,74545,52.60,336.62
142,1.997145,499,75044,52.61,336.62
143,1.980628,503,75547,52.62,336.62
144,1.946762,512,76059,52.64,336.62
145,2.050172,485,76544,52.66,336.62
146,2.035702,489,77033,52.66,336.62
147,2.147705,464,77497,52.66,336.62
148,2.212712,450,77947,52.64,336.70
149,2.051068,486,78433,52.63,337.39
150,2.029562,490,78923,52.65,339.52
151,1.930873,516,79439,52.64,340.44
152,2.125485,469,79908,52.65,340.61
153,1.824958,545,80453,53.16,379.36
154,1.743347,571,81024,53.15,379.36
155,1.766760,563,81587,53.14,379.36
156,1.756346,565,82152,53.14,379.36
157,1.778998,560,82712,53.13,379.36
158,1.844802,539,83251,53.16,379.36
159,1.773347,561,83812,53.15,379.36
160,1.732083,574,84386,53.14,379.36
161,1.746654,570,84956,53.15,379.36
162,1.756321,567,85523,53.15,379.36
163,1.766933,563,86086,53.15,379.36
164,1.770273,561,86647,53.15,379.36
165,1.896872,525,87172,53.16,379.36
166,1.856950,536,87708,53.17,379.36
167,1.856406,535,88243,53.20,379.36
168,2.090159,477,88720,53.22,379.36
169,1.886775,527,89247,53.26,379.36
170,2.086900,477,89724,53.27,379.36
171,1.987783,501,90225,53.52,379.44
172,2.384399,418,90643,53.77,405.25
173,2.329638,428,91071,53.78,405.25
174,2.342295,425,91496,53.78,405.25
175,2.008577,496,91992,53.78,405.25
176,1.934101,514,92506,53.78,405.25
177,1.921073,518,93024,53.81,405.25
178,1.924275,516,93540,53.83,405.25
179,1.930516,516,94056,53.83,405.25
180,1.911280,520,94576,53.84,405.25
181,1.969052,506,95082,53.85,405.25
182,1.817388,547,95629,53.85,405.25
183,1.793683,554,96183,53.84,405.25
184,1.814721,548,96731,53.84,405.25
185,1.824570,545,97276,53.85,405.25
186,1.805714,551,97827,53.84,405.25
187,1.800260,553,98380,53.83,405.25
188,1.984942,501,98881,53.80,405.25
189,1.830243,544,99425,53.79,405.25
190,2.075964,480,99905,53.78,405.25
191,1.932367,515,100420,54.29,435.73
192,1.820312,547,100967,54.28,435.73
193,1.839500,542,101509,54.27,435.80
194,1.849887,538,102047,54.27,435.80
195,1.791126,555,102602,54.26,435.80
196,1.753278,567,103169,54.26,435.80
197,1.805359,551,103720,54.24,435.80
198,1.761248,565,104285,54.24,435.80
199,1.774498,561,104846,54.23,435.80
200,1.756035,567,105413,54.23,435.80
201,1.827294,544,105957,54.21,435.80
202,1.967210,506,106463,54.21,435.80
203,2.185984,455,106918,54.20,437.87
204,2.067295,481,107399,54.22,437.87
205,2.035691,489,107888,54.22,437.87
206,2.082652,477,108365,54.20,437.87
207,2.032209,491,108856,54.19,437.87
208,2.076255,479,109335,54.19,439.92
209,2.395206,415,109750,54.18,442.14
210,2.355350,423,110173,54.64,456.31
211,2.005138,496,110669,54.82,548.87
212,1.848380,538,111207,54.81,548.87
213,1.841687,540,111747,54.79,548.87
214,1.856805,536,112283,54.77,548.87
215,1.850295,538,112821,54.75,548.87
216,1.865779,532,113353,54.73,548.87
217,1.857704,536,113889,54.71,548.87
218,1.828166,544,114433,54.69,548.87
219,1.855734,536,114969,54.66,548.87
220,1.859041,535,115504,54.64,548.87
221,1.854425,537,116041,54.62,548.87
222,1.883481,528,116569,54.60,548.87
223,1.987823,500,117069,54.58,548.87
224,1.759252,566,117635,54.55,548.87
225,1.812186,548,118183,54.55,548.87
226,1.834076,542,118725,54.55,548.87
227,1.863633,533,119258,54.56,548.87
228,2.223513,448,119706,54.57,548.87
229,2.087539,476,120182,54.98,548.87
230,1.927161,516,120698,55.19,610.97
231,1.935541,514,121212,55.19,610.97
232,2.291666,435,121647,55.19,610.97
233,2.275861,437,122084,55.18,610.97
234,2.357774,421,122505,55.17,610.97
235,1.969634,506,123011,55.16,610.97
236,1.856465,535,123546,55.16,610.97
237,1.834186,542,124088,55.16,610.97
238,1.844738,539,124627,55.17,610.97
239,1.873396,532,125159,55.17,610.97
240,1.882188,528,125687,55.17,610.97
241,1.982436,502,126189,55.17,610.97
242,1.828647,544,126733,55.16,610.97
243,1.976173,504,127237,55.12,610.97
244,1.803661,551,127788,55.11,610.97
245,1.816954,547,128335,55.09,610.97
246,1.796336,554,128889,55.10,610.97
247,1.821690,546,129435,55.09,610.97
248,2.360354,422,129857,55.16,611.14
249,1.998353,499,130356,55.65,646.34
250,1.799110,553,130909,55.62,646.34
251,1.758672,565,131474,55.60,646.34
252,1.769127,563,132037,55.59,646.34
253,1.785382,558,132595,55.58,646.34
254,1.835722,542,133137,55.57,646.34
255,1.796637,553,133690,55.56,646.34
256,1.803728,551,134241,55.54,646.34
257,1.772364,561,134802,55.53,646.34
258,1.780437,559,135361,55.52,646.34
259,1.810002,550,135911,55.51,646.34
260,1.801672,553,136464,55.50,646.34
261,1.896741,525,136989,55.48,646.34
262,1.959601,507,137496,55.51,646.34
263,2.237057,446,137942,55.48,646.34
264,2.071108,481,138423,55.47,646.34
265,2.091153,476,138899,55.46,646.34
266,2.048590,486,139385,55.44,646.34
267,2.497971,398,139783,55.51,646.41
268,2.209595,451,140234,55.97,673.98
269,1.993522,499,140733,55.95,673.98
270,1.939565,513,141246,55.95,673.98
271,1.955079,509,141755,55.94,673.98
272,1.776527,560,142315,55.92,673.98
273,1.759300,566,142881,55.91,673.98
274,1.760710,565,143446,55.90,673.98
275,1.774415,561,144007,55.89,673.98
276,1.734419,574,144581,55.88,673.98
277,1.758964,566,145147,55.87,673.98
278,1.741375,572,145719,55.87,673.98
279,1.760263,565,146284,55.85,673.98
280,1.768519,563,146847,55.84,673.98
281,1.733883,575,147422,55.82,673.98
282,1.770659,561,147983,55.81,673.98
283,2.002782,497,148480,55.79,673.98
284,1.774868,560,149040,55.76,673.98
285,2.147659,464,149504,55.76,673.98
286,2.216341,446,149950,56.05,674.15
287,1.868601,536,150486,56.30,695.63
288,1.840740,540,151026,56.30,695.63
289,1.826579,545,151571,56.30,695.63
290,1.902112,523,152094,56.29,695.63
291,1.836732,542,152636,56.30,695.63
292,2.276988,437,153073,56.29,695.63
293,2.312801,431,153504,56.28,695.63
294,2.237964,445,153949,56.28,695.63
295,1.990838,500,154449,56.27,695.63
296,1.852703,536,154985,56.27,695.63
297,1.841739,540,155525,56.27,695.63
298,2.126579,468,155993,56.26,695.63
299,1.961662,507,156500,56.24,695.63
300,1.832496,543,157043,56.24,695.63
301,1.900231,523,157566,56.23,695.63
302,1.819132,548,158114,56.22,695.63
303,1.787240,556,158670,56.21,695.63
304,1.813550,548,159218,56.19,695.63
305,2.234652,446,159664,56.22,695.63
306,2.084668,477,160141,56.62,696.05
307,1.810712,550,160691,56.70,698.78
308,1.776332,560,161251,56.68,698.78
309,1.763808,564,161815,56.67,698.78
310,1.825168,545,162360,56.65,698.78
311,1.780158,558,162918,56.64,698.78
312,1.762941,564,163482,56.63,698.78
313,1.909393,521,164003,56.64,698.78
314,1.812793,548,164551,56.63,698.78
315,1.756135,567,165118,56.62,698.78
316,1.754471,567,165685,56.60,698.78
317,1.745836,570,166255,56.59,698.78
318,2.081235,479,166734,56.57,698.78
319,1.784146,557,167291,56.54,698.78
320,1.819862,548,167839,56.53,698.78
321,1.824953,545,168384,56.52,698.78
322,1.956761,509,168893,56.51,698.78
323,2.037938,457,169350,56.50,698.78
324,2.500302,425,169775,56.68,698.78
325,2.207890,450,170225,57.08,725.64
326,2.006913,496,170721,57.06,725.64
327,2.010343,495,171216,57.05,725.64
328,1.989787,500,171716,57.05,725.64
329,2.003049,497,172213,57.05,725.64
330,1.971379,505,172718,57.03,725.64
331,1.939983,513,173231,57.02,725.64
332,1.790069,555,173786,57.01,725.64
333,1.783166,558,174344,57.00,725.64
334,1.793726,555,174899,56.99,725.64
335,1.785520,556,175455,56.98,725.64
336,1.784246,558,176013,56.97,725.64
337,1.781598,559,176572,56.96,725.64
338,2.136400,466,177038,56.95,725.64
339,1.786824,557,177595,56.90,725.64
340,1.822927,546,178141,56.90,725.64
341,1.788141,557,178698,56.88,725.64
342,1.803556,552,179250,56.86,725.64
343,2.356595,423,179673,56.99,725.64
344,1.974953,504,180177,57.34,800.00
345,1.818067,548,180725,57.34,804.78
346,1.824058,545,181270,57.34,804.78
347,1.839362,542,181812,57.34,804.78
348,1.892289,525,182337,57.35,804.78
349,1.982257,502,182839,57.36,804.78
350,1.906692,521,183360,57.35,804.78
351,1.907321,522,183882,57.35,804.78
352,2.233429,446,184328,57.34,804.78
353,2.266152,439,184767,57.33,804.78
354,2.327974,427,185194,57.32,804.78
355,2.024210,492,185686,57.31,804.78
356,1.946153,512,186198,57.29,804.85
357,1.918947,518,186716,57.29,804.85
358,2.250770,443,187159,57.28,804.85
359,1.927718,516,187675,57.24,804.85
360,1.963498,507,188182,57.24,804.85
361,1.998450,497,188679,57.23,804.85
362,1.858557,535,189214,57.22,804.85
363,2.379233,419,189633,57.36,804.85
364,2.078579,479,190112,57.71,806.90
365,1.818882,547,190659,57.76,832.25
366,1.785914,557,191216,57.75,832.25
367,1.787536,557,191773,57.73,832.25
368,1.806401,551,192324,57.72,832.25
369,1.808730,550,192874,57.70,832.25
370,1.811279,549,193423,57.68,832.25
371,1.775346,559,193982,57.67,832.25
372,1.800381,553,194535,57.65,832.25
373,1.772912,561,195096,57.64,832.25
374,1.770717,562,195658,57.63,832.25
375,1.794657,554,196212,57.62,832.25
376,1.791207,556,196768,57.60,832.25
377,1.764281,564,197332,57.58,832.25
378,2.199566,453,197785,57.57,832.25
379,1.771044,562,198347,57.52,832.25
380,1.768065,563,198910,57.51,832.25
381,2.387093,417,199327,57.54,832.25
382,2.194900,454,199781,57.81,832.33
383,2.073074,480,200261,58.02,840.76
384,1.961347,508,200769,58.01,840.76
385,2.011466,495,201264,58.01,840.76
386,2.026573,491,201755,58.00,840.76
387,1.991014,500,202255,57.99,840.76
388,2.184025,456,202711,57.99,840.76
389,2.060234,483,203194,57.98,840.76
390,2.042991,487,203681,57.97,840.76
391,1.936038,514,204195,57.96,840.76
392,1.847614,539,204734,57.94,840.76
393,1.838902,540,205274,57.92,840.76
394,1.876083,531,205805,57.90,840.76
395,1.857574,535,206340,57.88,840.76
396,1.839635,542,206882,57.86,840.76
397,1.834082,543,207425,57.84,840.76
398,1.890152,479,207904,57.83,840.76
399,2.152178,504,208408,57.78,840.76
400,1.844060,540,208948,57.77,840.76
401,2.168414,459,209407,57.80,840.76
402,1.889170,527,209934,58.12,841.00
403,2.520214,395,210329,58.37,955.44
404,1.759744,566,210895,58.36,955.44
405,1.833131,543,211438,58.35,955.44
406,1.849624,538,211976,58.35,955.44
407,1.804103,551,212527,58.34,955.44
408,1.867626,533,213060,58.34,955.44
409,1.913134,520,213580,58.33,955.44
410,1.945334,511,214091,58.33,955.44
411,1.904289,523,214614,58.32,955.44
412,2.236038,445,215059,58.31,955.44
413,2.256210,429,215488,58.31,955.44
414,2.941308,348,215836,58.26,955.44
415,1.903200,524,216360,58.25,955.44
416,1.865315,533,216893,58.24,955.44
417,1.839306,542,217435,58.23,955.44
418,1.846539,539,217974,58.23,955.44
419,1.839830,540,218514,58.23,955.44
420,1.893243,525,219039,58.22,955.44
421,2.475363,403,219442,58.31,957.59
422,2.022657,492,219934,58.63,967.63
423,2.053038,485,220419,58.80,1140.93
424,1.771229,562,220981,58.78,1140.93
425,1.807218,550,221531,58.77,1140.93
426,1.781120,559,222090,58.75,1140.93
427,1.786033,557,222647,58.74,1140.93
428,1.795499,554,223201,58.72,1140.93
429,1.799476,553,223754,58.70,1140.93
430,1.785906,557,224311,58.69,1140.93
431,1.704215,584,224895,58.68,1140.93
432,1.735238,574,225469,58.66,1140.93
433,1.768786,563,226032,58.65,1140.93
434,2.398506,415,226447,58.60,1140.93
435,1.760891,566,227013,58.59,1140.93
436,1.788642,557,227570,58.57,1140.93
437,1.755265,567,228137,58.55,1140.93
438,1.725139,577,228714,58.54,1140.93
439,2.276552,437,229151,58.54,1140.93
440,1.792750,554,229705,58.73,1141.70
441,2.191950,455,230160,59.03,1228.09
442,1.968906,505,230665,59.03,1228.09
443,1.995903,499,231164,59.02,1228.09
444,1.986962,501,231665,59.02,1228.09
445,2.014217,495,232160,59.01,1228.09
446,1.983771,502,232662,59.00,1228.09
447,2.009330,496,233158,58.99,1228.09
448,2.031018,490,233648,58.98,1228.09
449,1.995982,498,234146,58.97,1228.09
450,2.011653,494,234640,58.96,1228.09
451,1.904606,522,235162,58.95,1228.09
452,1.773234,560,235722,58.94,1228.09
453,1.792886,555,236277,58.93,1228.09
454,2.516953,396,236673,58.89,1228.09
455,1.785152,557,237230,58.86,1228.09
456,1.797084,553,237783,58.84,1228.09
457,1.794352,554,238337,58.83,1228.09
458,1.943714,513,238850,58.84,1228.09
459,2.415865,412,239262,58.87,1228.09
460,2.014109,494,239756,59.10,1228.09
461,2.080191,479,240235,59.31,1255.87
462,1.775334,560,240795,59.37,1255.87
463,1.767302,562,241357,59.35,1255.87
464,1.791087,556,241913,59.34,1255.87
465,1.857747,535,242448,59.33,1255.87
466,1.888417,527,242975,59.33,1255.87
467,1.907314,522,243497,59.31,1255.87
468,1.913240,520,244017,59.30,1255.87
469,1.943844,512,244529,59.30,1255.87
470,1.887060,527,245056,59.30,1255.87
471,1.846765,538,245594,59.29,1255.87
472,2.122899,468,246062,59.28,1255.87
473,2.147457,464,246526,59.27,1255.87
474,3.030621,329,246855,59.24,1255.87
475,1.946696,511,247366,59.21,1255.87
476,1.879063,530,247896,59.21,1255.87
477,1.952220,510,248406,59.19,1255.87
478,1.952395,510,248916,59.18,1255.87
479,2.618188,381,249297,59.23,1255.87
480,2.069554,475,249772,59.42,1255.87
481,2.148067,469,250241,59.57,1257.39
482,1.806167,551,250792,59.63,1260.62
483,1.760573,565,251357,59.61,1260.62
484,1.809392,549,251906,59.60,1260.62
485,1.779699,559,252465,59.58,1260.62
486,1.828753,544,253009,59.58,1260.62
487,1.900269,523,253532,59.56,1260.62
488,1.877443,530,254062,59.54,1260.62
489,1.894922,526,254588,59.52,1260.62
490,1.928418,516,255104,59.50,1260.62
491,1.832266,542,255646,59.48,1260.62
492,1.776188,560,256206,59.46,1260.62
493,1.754758,567,256773,59.45,1260.62
494,2.532991,393,257166,59.41,1260.62
495,1.895569,524,257690,59.38,1260.62
496,1.828611,544,258234,59.36,1260.62
497,1.821719,546,258780,59.34,1260.62
498,2.710751,368,259148,59.39,1260.62
499,1.814537,548,259696,59.53,1260.62
500,2.119082,470,260166,59.76,1263.43
501,1.887557,526,260692,59.91,1265.48
502,2.061892,483,261175,59.89,1265.48
503,2.064174,482,261657,59.88,1265.48
504,2.052196,485,262142,59.87,1265.48
505,2.024523,492,262634,59.86,1265.48
506,2.036307,488,263122,59.84,1265.48
507,2.018844,493,263615,59.83,1265.48
508,2.057744,484,264099,59.82,1265.48
509,2.001812,497,264596,59.80,1265.48
510,2.032853,490,265086,59.78,1265.48
511,1.959341,508,265594,59.77,1265.48
512,1.814943,549,266143,59.75,1265.48
513,1.775381,560,266703,59.73,1265.48
514,2.017205,417,267120,59.72,1265.48
515,2.209464,521,267641,59.67,1265.48
516,1.823911,545,268186,59.65,1265.48
517,1.820612,546,268732,59.63,1265.48
518,2.825037,353,269085,59.61,1265.48
519,1.826142,545,269630,59.71,1265.77
520,2.156751,462,270092,59.87,1265.83
521,1.756682,567,270659,60.08,1341.61
522,1.754490,567,271226,60.07,1341.61
523,1.765837,564,271790,60.05,1341.61
524,1.782789,558,272348,60.04,1341.61
525,1.775011,561,272909,60.03,1341.61
526,1.814358,549,273458,60.02,1341.61
527,1.805169,551,274009,60.02,1341.61
528,1.894688,525,274534,60.01,1341.61
529,1.888970,527,275061,60.01,1341.61
530,1.906653,522,275583,60.00,1341.61
531,1.780940,558,276141,59.98,1341.61
532,2.173734,458,276599,59.97,1341.61
533,2.176950,458,277057,59.96,1341.61
534,2.244034,425,277482,59.95,1341.61
535,2.807763,369,277851,59.93,1341.61
536,1.849727,539,278390,59.92,1341.61
537,1.838543,541,278931,59.91,1341.61
538,2.646288,376,279307,59.90,1341.61
539,2.325147,428,279735,60.05,1341.61
540,2.183998,457,280192,60.32,1341.61
541,1.868603,532,280724,60.46,1344.43
542,1.786659,557,281281,60.45,1344.43
543,1.788269,556,281837,60.43,1344.43
544,1.759209,566,282403,60.42,1344.43
545,1.788289,557,282960,60.40,1344.43
546,1.789404,556,283516,60.38,1344.43
547,1.777260,560,284076,60.37,1344.43
548,1.799816,552,284628,60.35,1344.43
549,1.771692,562,285190,60.34,1344.43
550,1.827753,545,285735,60.32,1344.43
551,1.818258,547,286282,60.30,1344.43
552,1.824344,546,286828,60.29,1344.43
553,1.755924,566,287394,60.27,1344.43
554,1.745558,570,287964,60.25,1344.43
555,2.691819,370,288334,60.23,1344.43
556,1.781708,558,288892,60.19,1344.43
557,2.388347,417,289309,60.19,1344.43
558,2.019642,493,289802,60.32,1344.43
559,1.787108,556,290358,60.56,1344.64
560,1.762306,564,290922,60.64,1347.45
561,1.816347,548,291470,60.63,1347.45
562,1.937353,514,291984,60.61,1347.45
563,1.945869,511,292495,60.60,1347.45
564,1.936964,514,293009,60.59,1347.45
565,1.958386,508,293517,60.59,1347.45
566,1.955145,508,294025,60.57,1347.45
567,1.947388,512,294537,60.57,1347.45
568,1.931627,516,295053,60.55,1347.45
569,1.976849,504,295557,60.54,1347.45
570,3.025501,329,295886,60.54,1347.45
571,2.001620,498,296384,60.49,1347.45
572,1.862703,535,296919,60.47,1347.45
573,1.765965,563,297482,60.45,1347.45
574,1.756778,567,298049,60.44,1347.45
575,1.756823,566,298615,60.42,1347.45
576,2.980108,335,298950,60.41,1347.45
577,1.743159,571,299521,60.52,1347.45
578,2.080192,478,299999,60.76,1347.52
579,1.801259,554,300553,60.99,1350.25
580,1.755501,567,301120,60.97,1350.25
581,1.753364,568,301688,60.96,1350.25
582,1.739035,572,302260,60.94,1350.25
583,1.749332,567,302827,60.93,1350.25
584,1.734676,573,303400,60.92,1350.25
585,1.825033,545,303945,60.90,1350.25
586,1.837228,541,304486,60.90,1350.25
587,1.924336,517,305003,60.89,1350.25
588,1.899797,524,305527,60.88,1350.25
589,1.955839,509,306036,60.87,1350.25
590,2.793953,328,306364,60.86,1350.25
591,2.083588,516,306880,60.82,1350.25
592,2.125325,468,307348,60.80,1350.25
593,2.270384,439,307787,60.78,1350.34
594,2.197528,453,308240,60.77,1350.34
595,1.931278,515,308755,60.76,1350.34
596,3.139663,317,309072,60.77,1350.34
597,1.924992,517,309589,60.92,1350.34
598,2.422110,412,310001,61.09,1364.67
599,1.860712,534,310535,61.29,1407.25
600,1.853226,537,311072,61.28,1407.25
601,1.881624,529,311601,61.27,1407.25
602,1.798092,553,312154,61.25,1407.25
603,1.775676,561,312715,61.24,1407.25
604,1.779724,559,313274,61.22,1407.25
605,1.788361,556,313830,61.21,1407.25
606,1.810955,550,314380,61.19,1407.25
607,1.827881,544,314924,61.18,1407.25
608,1.830194,543,315467,61.17,1407.25
609,1.802795,552,316019,61.15,1407.25
610,1.804083,495,316514,61.14,1407.25
611,2.796355,393,316907,61.09,1407.25
612,1.860455,534,317441,61.07,1407.25
613,1.870280,532,317973,61.05,1407.25
614,1.765691,563,318536,61.03,1407.25
615,3.292437,303,318839,61.02,1407.25
616,1.809981,549,319388,61.12,1407.25
617,2.122769,470,319858,61.29,1416.80
618,2.052274,485,320343,61.51,1416.98
619,1.775036,560,320903,61.52,1416.98
620,1.798190,553,321456,61.51,1416.98
621,1.829556,544,322000,61.49,1416.98
622,1.968631,506,322506,61.48,1416.98
623,2.038195,488,322994,61.47,1416.98
624,1.914677,520,323514,61.46,1416.98
625,1.953732,509,324023,61.45,1416.98
626,2.183269,456,324479,61.45,1416.98
627,1.985801,502,324981,61.44,1416.98
628,1.967545,506,325487,61.43,1416.98
629,1.956658,509,325996,61.42,1416.98
630,1.950711,510,326506,61.41,1416.98
631,3.140014,318,326824,61.39,1416.98
632,1.807825,550,327374,61.35,1416.98
633,1.769213,562,327936,61.34,1416.98
634,1.777572,560,328496,61.31,1416.98
635,2.587627,385,328881,61.30,1416.98
636,1.823844,524,329405,61.39,1416.98
637,1.978983,522,329927,61.59,1417.36
638,2.159919,460,330387,61.80,1461.34
639,1.753419,567,330954,61.80,1461.34
640,1.758511,565,331519,61.79,1461.34
641,1.723369,576,332095,61.77,1461.34
642,1.746073,570,332665,61.76,1461.34
643,1.739467,572,333237,61.75,1461.34
644,1.743801,571,333808,61.73,1461.34
645,1.817842,547,334355,61.72,1461.34
646,1.840356,541,334896,61.71,1461.34
647,1.882398,529,335425,61.70,1461.34
648,1.889854,527,335952,61.70,1461.34
649,2.089571,476,336428,61.68,1461.34
650,1.838763,541,336969,61.67,1461.34
651,3.152284,316,337285,61.66,1461.34
652,2.244949,444,337729,61.61,1461.34
653,2.244949,444,338173,61.60,1461.34
654,2.176091,458,338631,61.58,1461.34
655,2.851492,349,338980,61.61,1461.34
656,2.208955,451,339431,61.73,1461.34
657,2.029397,468,339899,61.93,1462.02
658,2.122859,490,340389,62.13,1507.53
659,1.873946,531,340920,62.11,1507.53
660,1.881978,528,341448,62.10,1507.53
661,1.893934,525,341973,62.09,1507.53
662,1.839636,541,342514,62.08,1507.53
663,1.836113,542,343056,62.07,1507.53
664,1.867201,533,343589,62.05,1507.53
665,1.852276,537,344126,62.03,1507.53
666,1.831840,543,344669,62.01,1507.53
667,1.824538,545,345214,62.00,1507.53
668,1.881101,529,345743,61.98,1507.53
669,1.883590,528,346271,61.96,1507.53
670,1.768860,563,346834,61.93,1507.53
671,1.915464,445,347279,61.92,1507.53
672,2.737826,416,347695,61.87,1507.53
673,1.874214,531,348226,61.85,1507.53
674,1.817929,441,348667,61.83,1507.53
675,2.684645,443,349110,61.88,1507.53
676,2.087758,478,349588,62.04,1507.59
677,2.282661,436,350024,62.19,1507.75
678,1.763346,564,350588,62.35,1572.07
