second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_3.4.8,throughput_zookeeper_3.4.8,cumulative_throughput_zookeeper_3.4.8,avg_cpu_zookeeper_3.4.8,avg_memory_mb_zookeeper_3.4.8,avg_latency_ms_consul_0.6.4,throughput_consul_0.6.4,cumulative_throughput_consul_0.6.4,avg_cpu_consul_0.6.4,avg_memory_mb_consul_0.6.4
1899,,,,,,,,,,,15.273055,65,124566,10.00,256.14
1900,,,,,,,,,,,14.979273,67,124633,10.00,256.14
1901,,,,,,,,,,,15.067000,66,124699,10.00,256.14
1902,,,,,,,,,,,15.934342,63,124762,10.00,256.14
1903,,,,,,,,,,,15.091313,66,124828,9.99,256.14
1904,,,,,,,,,,,15.075936,67,124895,9.99,256.14
1905,,,,,,,,,,,15.150730,66,124961,9.99,256.14
1906,,,,,,,,,,,15.164735,66,125027,9.99,256.14
1907,,,,,,,,,,,14.853469,67,125094,9.99,256.14
1908,,,,,,,,,,,15.029094,66,125160,10.00,257.02
1909,,,,,,,,,,,15.151899,66,125226,10.00,257.02
1910,,,,,,,,,,,15.374593,65,125291,10.00,257.02
1911,,,,,,,,,,,15.335890,66,125357,10.00,257.02
1912,,,,,,,,,,,16.420057,60,125417,10.00,257.02
1913,,,,,,,,,,,15.187088,66,125483,10.00,257.02
1914,,,,,,,,,,,15.393142,65,125548,10.02,258.69
1915,,,,,,,,,,,15.272162,66,125614,10.01,258.78
1916,,,,,,,,,,,15.190478,66,125680,10.01,258.78
1917,,,,,,,,,,,15.210525,65,125745,10.01,258.78
1918,,,,,,,,,,,15.793481,63,125808,10.02,258.78
1919,,,,,,,,,,,15.990036,63,125871,10.02,258.78
1920,,,,,,,,,,,15.856169,63,125934,10.02,259.13
1921,,,,,,,,,,,15.833805,63,125997,10.01,260.10
1922,,,,,,,,,,,15.805199,64,126061,10.01,262.30
1923,,,,,,,,,,,16.276972,61,126122,10.02,264.15
1924,,,,,,,,,,,15.379146,65,126187,10.02,264.15
1925,,,,,,,,,,,15.198877,66,126253,10.01,264.15
1926,,,,,,,,,,,15.410851,65,126318,10.01,264.15
1927,,,,,,,,,,,15.614574,64,126382,10.02,264.15
1928,,,,,,,,,,,15.563827,64,126446,10.02,264.15
1929,,,,,,,,,,,15.495397,65,126511,10.02,264.15
1930,,,,,,,,,,,15.603846,64,126575,10.02,264.23
1931,,,,,,,,,,,15.540015,64,126639,10.02,264.32
1932,,,,,,,,,,,15.039511,66,126705,10.02,264.50
1933,,,,,,,,,,,15.253997,66,126771,10.02,264.50
1934,,,,,,,,,,,16.090451,62,126833,10.02,264.50
1935,,,,,,,,,,,15.269182,66,126899,10.02,264.50
1936,,,,,,,,,,,15.281645,65,126964,10.02,264.50
1937,,,,,,,,,,,15.123311,66,127030,10.02,264.50
1938,,,,,,,,,,,15.234515,66,127096,10.02,264.50
1939,,,,,,,,,,,15.270964,65,127161,10.02,264.50
1940,,,,,,,,,,,14.991527,67,127228,10.02,264.50
1941,,,,,,,,,,,15.503158,64,127292,10.01,264.50
1942,,,,,,,,,,,15.591269,64,127356,10.02,264.52
1943,,,,,,,,,,,15.741229,64,127420,10.02,264.52
1944,,,,,,,,,,,15.601729,64,127484,10.02,264.52
1945,,,,,,,,,,,15.476988,65,127549,10.03,264.61
1946,,,,,,,,,,,16.096943,62,127611,10.03,264.61
1947,,,,,,,,,,,15.526542,64,127675,10.03,264.61
1948,,,,,,,,,,,15.703528,64,127739,10.04,264.61
1949,,,,,,,,,,,15.663923,64,127803,10.04,264.61
1950,,,,,,,,,,,16.162799,62,127865,10.03,264.61
1951,,,,,,,,,,,15.637872,64,127929,10.04,264.61
1952,,,,,,,,,,,15.478271,64,127993,10.04,264.61
1953,,,,,,,,,,,15.447747,65,128058,10.04,264.61
1954,,,,,,,,,,,15.442864,65,128123,10.03,265.75
1955,,,,,,,,,,,15.712125,63,128186,10.04,266.02
1956,,,,,,,,,,,15.665791,64,128250,10.04,266.02
1957,,,,,,,,,,,15.793840,63,128313,10.04,266.02
1958,,,,,,,,,,,15.573951,65,128378,10.03,266.02
1959,,,,,,,,,,,16.254365,61,128439,10.04,266.02
1960,,,,,,,,,,,15.414710,65,128504,10.04,266.02
1961,,,,,,,,,,,15.060043,66,128570,10.04,266.37
1962,,,,,,,,,,,15.062130,67,128637,10.04,266.37
1963,,,,,,,,,,,15.341995,65,128702,10.04,266.37
1964,,,,,,,,,,,15.840405,63,128765,10.04,266.37
1965,,,,,,,,,,,15.569888,64,128829,10.04,266.37
1966,,,,,,,,,,,15.570798,64,128893,10.04,266.37
1967,,,,,,,,,,,15.822586,64,128957,10.03,266.37
1968,,,,,,,,,,,15.149627,66,129023,10.03,266.37
1969,,,,,,,,,,,15.376464,65,129088,10.03,266.37
1970,,,,,,,,,,,15.323637,65,129153,10.03,266.37
1971,,,,,,,,,,,15.516538,64,129217,10.04,266.37
1972,,,,,,,,,,,15.874456,63,129280,10.04,266.37
1973,,,,,,,,,,,15.913272,63,129343,10.04,266.37
1974,,,,,,,,,,,16.021489,63,129406,10.04,266.37
1975,,,,,,,,,,,15.630766,63,129469,10.04,266.37
1976,,,,,,,,,,,15.838016,64,129533,10.04,266.37
1977,,,,,,,,,,,15.460830,64,129597,10.04,266.37
1978,,,,,,,,,,,15.488688,65,129662,10.04,266.37
1979,,,,,,,,,,,16.162808,62,129724,10.03,266.37
1980,,,,,,,,,,,15.365660,65,129789,10.03,266.37
1981,,,,,,,,,,,15.445387,65,129854,10.04,266.37
1982,,,,,,,,,,,15.159322,65,129919,10.04,266.37
1983,,,,,,,,,,,15.702426,64,129983,10.04,266.37
1984,,,,,,,,,,,17.539246,57,130040,10.04,266.37
1985,,,,,,,,,,,16.415532,61,130101,10.04,266.37
1986,,,,,,,,,,,15.233372,66,130167,10.04,266.37
1987,,,,,,,,,,,15.805551,63,130230,10.04,266.37
1988,,,,,,,,,,,15.452211,65,130295,10.04,266.37
1989,,,,,,,,,,,15.169378,66,130361,10.03,266.37
1990,,,,,,,,,,,15.266320,65,130426,10.04,266.37
1991,,,,,,,,,,,15.058579,67,130493,10.04,266.37
1992,,,,,,,,,,,15.190685,65,130558,10.04,266.37
1993,,,,,,,,,,,15.307352,66,130624,10.04,266.37
1994,,,,,,,,,,,15.752515,63,130687,10.04,266.37
1995,,,,,,,,,,,15.051023,67,130754,10.04,266.37
1996,,,,,,,,,,,15.508995,64,130818,10.04,266.37
1997,,,,,,,,,,,14.985994,67,130885,10.04,266.37
1998,,,,,,,,,,,15.131655,66,130951,10.04,266.37
1999,,,,,,,,,,,15.606726,64,131015,10.05,266.37
2000,,,,,,,,,,,15.130527,66,131081,10.04,266.37
2001,,,,,,,,,,,15.169437,66,131147,10.04,266.37
2002,,,,,,,,,,,15.219080,66,131213,10.04,266.37
2003,,,,,,,,,,,15.714760,63,131276,10.04,266.37
2004,,,,,,,,,,,15.271915,66,131342,10.04,266.37
2005,,,,,,,,,,,15.163788,66,131408,10.04,266.37
2006,,,,,,,,,,,15.170181,65,131473,10.04,266.89
2007,,,,,,,,,,,15.092188,67,131540,10.04,267.16
2008,,,,,,,,,,,15.140322,66,131606,10.05,267.16
2009,,,,,,,,,,,15.603958,64,131670,10.04,267.16
2010,,,,,,,,,,,15.338212,65,131735,10.04,267.16
2011,,,,,,,,,,,15.274365,66,131801,10.04,267.16
2012,,,,,,,,,,,15.475379,64,131865,10.04,267.16
2013,,,,,,,,,,,15.256255,66,131931,10.04,267.16
2014,,,,,,,,,,,15.088733,66,131997,10.04,267.24
2015,,,,,,,,,,,15.293542,65,132062,10.04,267.24
2016,,,,,,,,,,,15.387750,65,132127,10.04,267.33
2017,,,,,,,,,,,15.208608,66,132193,10.04,267.33
2018,,,,,,,,,,,15.383159,65,132258,10.04,267.33
2019,,,,,,,,,,,15.149224,66,132324,10.04,267.33
2020,,,,,,,,,,,15.221843,66,132390,10.04,267.33
2021,,,,,,,,,,,15.151295,66,132456,10.04,267.33
2022,,,,,,,,,,,15.814887,63,132519,10.04,267.33
2023,,,,,,,,,,,15.020143,67,132586,10.04,267.33
2024,,,,,,,,,,,15.195217,65,132651,10.04,267.33
2025,,,,,,,,,,,14.876036,68,132719,10.04,267.33
2026,,,,,,,,,,,14.725647,68,132787,10.04,267.33
2027,,,,,,,,,,,15.317618,65,132852,10.04,267.33
2028,,,,,,,,,,,14.965136,67,132919,10.04,267.33
2029,,,,,,,,,,,15.092392,66,132985,10.04,267.33
2030,,,,,,,,,,,15.212471,66,133051,10.04,267.33
2031,,,,,,,,,,,15.347867,65,133116,10.04,267.33
2032,,,,,,,,,,,15.896934,63,133179,10.04,267.33
2033,,,,,,,,,,,15.260664,65,133244,10.04,267.33
2034,,,,,,,,,,,15.152200,66,133310,10.04,267.33
2035,,,,,,,,,,,15.008456,67,133377,10.04,267.33
2036,,,,,,,,,,,15.142485,66,133443,10.04,267.33
2037,,,,,,,,,,,15.196349,66,133509,10.04,267.33
2038,,,,,,,,,,,15.076296,66,133575,10.04,267.33
2039,,,,,,,,,,,14.753449,68,133643,10.04,267.33
2040,,,,,,,,,,,15.041701,66,133709,10.04,267.33
2041,,,,,,,,,,,14.960524,67,133776,10.04,267.33
2042,,,,,,,,,,,15.302340,65,133841,10.04,267.33
2043,,,,,,,,,,,15.897653,63,133904,10.04,267.33
2044,,,,,,,,,,,15.136363,66,133970,10.04,267.33
2045,,,,,,,,,,,14.759873,68,134038,10.04,267.33
2046,,,,,,,,,,,14.828794,68,134106,10.04,267.33
2047,,,,,,,,,,,14.958047,66,134172,10.04,267.33
2048,,,,,,,,,,,14.807922,68,134240,10.05,267.33
2049,,,,,,,,,,,14.822678,67,134307,10.05,268.48
2050,,,,,,,,,,,14.528817,69,134376,10.05,268.65
2051,,,,,,,,,,,14.907422,67,134443,10.05,268.65
2052,,,,,,,,,,,15.239707,66,134509,10.05,268.65
2053,,,,,,,,,,,15.549470,64,134573,10.06,268.65
2054,,,,,,,,,,,15.818672,63,134636,10.06,268.65
2055,,,,,,,,,,,15.328685,66,134702,10.06,268.65
2056,,,,,,,,,,,14.801944,67,134769,10.05,268.65
2057,,,,,,,,,,,15.141406,66,134835,10.05,268.65
2058,,,,,,,,,,,15.529678,64,134899,10.05,268.65
2059,,,,,,,,,,,15.411407,65,134964,10.05,268.65
2060,,,,,,,,,,,15.586640,65,135029,10.05,269.53
2061,,,,,,,,,,,15.254853,65,135094,10.06,269.96
2062,,,,,,,,,,,15.197119,65,135159,10.06,269.96
2063,,,,,,,,,,,15.543018,65,135224,10.06,269.96
2064,,,,,,,,,,,16.120599,62,135286,10.06,269.96
2065,,,,,,,,,,,16.238728,62,135348,10.06,269.96
2066,,,,,,,,,,,15.260582,65,135413,10.06,269.96
2067,,,,,,,,,,,15.471990,65,135478,10.05,270.12
2068,,,,,,,,,,,15.092256,66,135544,10.05,270.30
2069,,,,,,,,,,,15.011800,67,135611,10.05,270.30
2070,,,,,,,,,,,15.084055,66,135677,10.05,270.30
2071,,,,,,,,,,,15.074560,66,135743,10.05,270.30
2072,,,,,,,,,,,15.088349,67,135810,10.05,270.30
2073,,,,,,,,,,,15.153940,66,135876,10.06,270.30
2074,,,,,,,,,,,15.224863,65,135941,10.06,270.30
2075,,,,,,,,,,,15.216544,66,136007,10.05,270.30
2076,,,,,,,,,,,15.476047,64,136071,10.06,270.30
2077,,,,,,,,,,,15.907191,63,136134,10.06,270.30
2078,,,,,,,,,,,15.098069,66,136200,10.06,270.30
2079,,,,,,,,,,,15.001456,67,136267,10.06,270.39
2080,,,,,,,,,,,15.029903,67,136334,10.06,270.39
2081,,,,,,,,,,,15.107732,66,136400,10.06,270.39
2082,,,,,,,,,,,15.455892,65,136465,10.06,270.39
2083,,,,,,,,,,,15.008997,66,136531,10.06,270.39
2084,,,,,,,,,,,15.339081,66,136597,10.05,270.39
2085,,,,,,,,,,,15.358688,65,136662,10.06,270.39
2086,,,,,,,,,,,15.263649,65,136727,10.06,270.39
2087,,,,,,,,,,,15.163155,66,136793,10.05,270.39
2088,,,,,,,,,,,15.126458,66,136859,10.05,270.39
2089,,,,,,,,,,,16.135964,62,136921,10.05,270.39
2090,,,,,,,,,,,15.125463,66,136987,10.05,270.39
2091,,,,,,,,,,,15.278232,66,137053,10.05,270.39
2092,,,,,,,,,,,15.459510,64,137117,10.05,270.39
2093,,,,,,,,,,,15.094074,67,137184,10.06,270.39
2094,,,,,,,,,,,15.298629,65,137249,10.06,270.39
2095,,,,,,,,,,,15.345898,65,137314,10.06,270.39
2096,,,,,,,,,,,15.082766,66,137380,10.05,270.39
2097,,,,,,,,,,,15.424794,65,137445,10.05,270.39
2098,,,,,,,,,,,15.260356,66,137511,10.05,270.39
2099,,,,,,,,,,,15.285818,65,137576,10.05,270.39
2100,,,,,,,,,,,15.107921,66,137642,10.06,270.39
2101,,,,,,,,,,,15.438622,65,137707,10.06,270.39
2102,,,,,,,,,,,15.178437,66,137773,10.06,270.39
2103,,,,,,,,,,,15.441442,65,137838,10.05,270.39
2104,,,,,,,,,,,15.239252,65,137903,10.07,270.48
2105,,,,,,,,,,,15.214160,66,137969,10.07,270.48
2106,,,,,,,,,,,15.241018,66,138035,10.07,270.48
2107,,,,,,,,,,,15.372637,65,138100,10.06,270.48
2108,,,,,,,,,,,15.272728,65,138165,10.06,270.48
2109,,,,,,,,,,,15.067229,67,138232,10.06,270.48
2110,,,,,,,,,,,15.599749,64,138296,10.07,270.48
2111,,,,,,,,,,,15.138788,66,138362,10.07,270.48
2112,,,,,,,,,,,15.125407,66,138428,10.07,270.48
2113,,,,,,,,,,,14.758205,68,138496,10.07,270.48
2114,,,,,,,,,,,15.409646,64,138560,10.07,270.48
2115,,,,,,,,,,,15.748965,64,138624,10.07,270.48
2116,,,,,,,,,,,15.257772,65,138689,10.07,270.48
2117,,,,,,,,,,,15.260168,66,138755,10.07,270.48
2118,,,,,,,,,,,14.515203,69,138824,10.07,270.48
2119,,,,,,,,,,,14.982489,67,138891,10.07,272.41
2120,,,,,,,,,,,14.666764,68,138959,10.07,274.44
2121,,,,,,,,,,,15.224891,65,139024,10.07,275.32
2122,,,,,,,,,,,15.446379,65,139089,10.07,275.32
2123,,,,,,,,,,,15.441934,65,139154,10.07,275.32
2124,,,,,,,,,,,15.299944,65,139219,10.07,275.32
2125,,,,,,,,,,,15.507424,65,139284,10.07,275.67
2126,,,,,,,,,,,15.282007,65,139349,10.07,275.67
2127,,,,,,,,,,,15.408313,65,139414,10.07,275.67
2128,,,,,,,,,,,15.060331,66,139480,10.07,275.75
2129,,,,,,,,,,,14.800898,68,139548,10.07,275.84
2130,,,,,,,,,,,14.942146,67,139615,10.07,275.95
2131,,,,,,,,,,,14.900862,67,139682,10.08,275.95
2132,,,,,,,,,,,14.929421,67,139749,10.08,275.95
2133,,,,,,,,,,,15.209643,66,139815,10.07,275.95
2134,,,,,,,,,,,14.989926,66,139881,10.07,275.95
2135,,,,,,,,,,,15.004580,67,139948,10.07,275.95
2136,,,,,,,,,,,15.101595,66,140014,10.07,276.04
2137,,,,,,,,,,,14.789613,68,140082,10.07,276.04
2138,,,,,,,,,,,15.097653,66,140148,10.07,276.04
2139,,,,,,,,,,,14.986178,67,140215,10.07,276.04
2140,,,,,,,,,,,15.083850,66,140281,10.07,276.04
2141,,,,,,,,,,,15.326200,65,140346,10.07,276.04
2142,,,,,,,,,,,14.887095,67,140413,10.08,276.04
2143,,,,,,,,,,,14.968503,67,140480,10.08,276.04
2144,,,,,,,,,,,14.844714,68,140548,10.08,276.04
2145,,,,,,,,,,,14.932678,67,140615,10.07,276.04
2146,,,,,,,,,,,15.191648,65,140680,10.07,276.04
2147,,,,,,,,,,,14.866149,68,140748,10.07,276.04
2148,,,,,,,,,,,14.782880,67,140815,10.07,276.04
2149,,,,,,,,,,,14.797944,68,140883,10.07,276.04
2150,,,,,,,,,,,14.952739,67,140950,10.07,276.04
2151,,,,,,,,,,,15.380104,65,141015,10.07,276.04
2152,,,,,,,,,,,15.011856,66,141081,10.07,276.04
2153,,,,,,,,,,,14.881600,68,141149,10.07,276.04
2154,,,,,,,,,,,15.422755,64,141213,10.08,276.04
2155,,,,,,,,,,,14.874559,68,141281,10.08,276.04
2156,,,,,,,,,,,14.897202,67,141348,10.07,276.04
2157,,,,,,,,,,,14.999050,66,141414,10.07,276.04
2158,,,,,,,,,,,15.000414,67,141481,10.07,276.04
2159,,,,,,,,,,,15.028740,67,141548,10.07,276.04
2160,,,,,,,,,,,14.980993,66,141614,10.07,276.04
2161,,,,,,,,,,,14.969209,67,141681,10.07,276.08
2162,,,,,,,,,,,14.885719,67,141748,10.07,276.08
2163,,,,,,,,,,,15.482500,65,141813,10.08,276.08
2164,,,,,,,,,,,14.494322,69,141882,10.08,276.08
2165,,,,,,,,,,,14.786042,67,141949,10.08,276.08
2166,,,,,,,,,,,14.636725,69,142018,10.08,276.08
2167,,,,,,,,,,,14.322654,70,142088,10.08,276.08
2168,,,,,,,,,,,14.602806,68,142156,10.08,276.08
2169,,,,,,,,,,,14.674332,68,142224,10.08,276.08
2170,,,,,,,,,,,14.706347,68,142292,10.08,276.08
2171,,,,,,,,,,,14.693044,68,142360,10.08,276.08
2172,,,,,,,,,,,14.700082,68,142428,10.08,276.08
2173,,,,,,,,,,,14.695407,68,142496,10.09,276.30
2174,,,,,,,,,,,14.782084,68,142564,10.09,276.30
2175,,,,,,,,,,,14.714672,68,142632,10.09,276.30
2176,,,,,,,,,,,14.778201,67,142699,10.09,276.30
2177,,,,,,,,,,,15.134386,67,142766,10.09,276.56
2178,,,,,,,,,,,15.121763,66,142832,10.09,278.67
2179,,,,,,,,,,,15.637182,64,142896,10.10,278.67
2180,,,,,,,,,,,15.559599,64,142960,10.10,278.67
2181,,,,,,,,,,,15.475284,64,143024,10.09,278.67
2182,,,,,,,,,,,15.574128,65,143089,10.09,278.67
2183,,,,,,,,,,,16.087078,62,143151,10.09,278.67
2184,,,,,,,,,,,15.725206,63,143214,10.09,278.76
2185,,,,,,,,,,,15.933787,63,143277,10.09,280.52
2186,,,,,,,,,,,15.507248,65,143342,10.09,282.63
2187,,,,,,,,,,,15.467779,64,143406,10.09,284.92
2188,,,,,,,,,,,15.412810,65,143471,10.10,286.15
2189,,,,,,,,,,,15.018121,67,143538,10.10,286.15
2190,,,,,,,,,,,15.073714,66,143604,10.09,286.15
2191,,,,,,,,,,,15.525238,64,143668,10.09,286.15
2192,,,,,,,,,,,16.190490,62,143730,10.09,286.15
2193,,,,,,,,,,,15.370217,65,143795,10.10,286.24
2194,,,,,,,,,,,15.308767,66,143861,10.09,286.33
2195,,,,,,,,,,,15.369131,65,143926,10.09,286.51
2196,,,,,,,,,,,15.625460,64,143990,10.09,286.51
2197,,,,,,,,,,,15.352833,64,144054,10.10,286.59
2198,,,,,,,,,,,15.758281,64,144118,10.09,286.59
2199,,,,,,,,,,,15.619248,64,144182,10.09,286.59
2200,,,,,,,,,,,15.338891,65,144247,10.09,286.59
2201,,,,,,,,,,,15.516996,65,144312,10.09,287.21
2202,,,,,,,,,,,15.518939,64,144376,10.09,287.21
2203,,,,,,,,,,,15.227502,66,144442,10.09,287.21
2204,,,,,,,,,,,15.437733,65,144507,10.09,287.21
2205,,,,,,,,,,,15.460525,64,144571,10.09,287.21
2206,,,,,,,,,,,15.542149,65,144636,10.09,287.21
2207,,,,,,,,,,,15.558684,64,144700,10.10,287.30
2208,,,,,,,,,,,15.204484,66,144766,10.11,287.38
2209,,,,,,,,,,,18.014902,55,144821,10.11,287.47
2210,,,,,,,,,,,15.353804,65,144886,10.11,287.47
2211,,,,,,,,,,,15.245396,66,144952,10.11,287.56
2212,,,,,,,,,,,15.609947,64,145016,10.11,287.56
2213,,,,,,,,,,,15.563095,64,145080,10.11,287.56
2214,,,,,,,,,,,15.731056,64,145144,10.11,287.65
2215,,,,,,,,,,,15.719778,63,145207,10.11,287.73
2216,,,,,,,,,,,15.499113,65,145272,10.11,287.73
2217,,,,,,,,,,,15.410227,65,145337,10.12,287.73
2218,,,,,,,,,,,15.761634,63,145400,10.11,289.14
2219,,,,,,,,,,,15.608445,64,145464,10.11,291.43
2220,,,,,,,,,,,15.213025,66,145530,10.12,293.80
2221,,,,,,,,,,,15.860884,63,145593,10.12,293.80
2222,,,,,,,,,,,16.420908,61,145654,10.11,293.80
2223,,,,,,,,,,,15.863534,63,145717,10.11,293.80
2224,,,,,,,,,,,16.015292,62,145779,10.11,293.80
2225,,,,,,,,,,,15.813370,64,145843,10.11,293.80
2226,,,,,,,,,,,15.355726,65,145908,10.11,293.80
2227,,,,,,,,,,,15.626666,64,145972,10.11,293.80
2228,,,,,,,,,,,15.576617,64,146036,10.11,293.89
2229,,,,,,,,,,,15.712240,64,146100,10.11,293.97
2230,,,,,,,,,,,15.656277,63,146163,10.11,294.33
2231,,,,,,,,,,,15.603706,65,146228,10.12,294.50
2232,,,,,,,,,,,16.627184,60,146288,10.12,294.50
2233,,,,,,,,,,,15.968456,62,146350,10.12,294.50
2234,,,,,,,,,,,16.125003,62,146412,10.12,294.50
2235,,,,,,,,,,,16.147227,62,146474,10.11,294.69
2236,,,,,,,,,,,15.749015,64,146538,10.11,294.69
2237,,,,,,,,,,,15.733025,63,146601,10.11,294.69
2238,,,,,,,,,,,15.445299,65,146666,10.11,294.69
2239,,,,,,,,,,,15.336853,65,146731,10.11,294.69
2240,,,,,,,,,,,15.674011,64,146795,10.11,294.69
2241,,,,,,,,,,,15.623193,64,146859,10.12,294.77
2242,,,,,,,,,,,15.313648,65,146924,10.11,294.77
2243,,,,,,,,,,,16.014329,63,146987,10.11,294.77
2244,,,,,,,,,,,15.426498,64,147051,10.11,294.77
2245,,,,,,,,,,,15.897493,63,147114,10.11,294.99
2246,,,,,,,,,,,15.782676,64,147178,10.11,294.99
2247,,,,,,,,,,,15.284364,65,147243,10.12,294.99
2248,,,,,,,,,,,15.525244,64,147307,10.12,294.99
2249,,,,,,,,,,,15.536707,65,147372,10.12,294.99
2250,,,,,,,,,,,15.278903,65,147437,10.12,294.99
2251,,,,,,,,,,,15.263819,66,147503,10.12,294.99
2252,,,,,,,,,,,15.673628,63,147566,10.12,294.99
2253,,,,,,,,,,,15.326408,66,147632,10.12,294.99
2254,,,,,,,,,,,15.159347,66,147698,10.12,294.99
2255,,,,,,,,,,,16.116874,62,147760,10.12,294.99
2256,,,,,,,,,,,15.406179,65,147825,10.12,294.99
2257,,,,,,,,,,,15.106764,66,147891,10.11,294.99
2258,,,,,,,,,,,15.313101,65,147956,10.11,294.99
2259,,,,,,,,,,,15.164024,66,148022,10.11,294.99
2260,,,,,,,,,,,15.421076,65,148087,10.11,294.99
2261,,,,,,,,,,,15.206377,66,148153,10.12,294.99
2262,,,,,,,,,,,15.400557,65,148218,10.12,294.99
2263,,,,,,,,,,,15.139752,66,148284,10.12,294.99
2264,,,,,,,,,,,15.369548,65,148349,10.12,294.99
2265,,,,,,,,,,,15.148615,66,148415,10.12,294.99
2266,,,,,,,,,,,15.972202,62,148477,10.12,294.99
2267,,,,,,,,,,,14.852926,68,148545,10.12,294.99
2268,,,,,,,,,,,15.253494,65,148610,10.12,294.99
2269,,,,,,,,,,,15.164050,66,148676,10.12,294.99
2270,,,,,,,,,,,15.437263,65,148741,10.12,294.99
2271,,,,,,,,,,,15.308482,65,148806,10.11,294.99
2272,,,,,,,,,,,15.162105,66,148872,10.11,294.99
2273,,,,,,,,,,,15.335908,65,148937,10.12,294.99
2274,,,,,,,,,,,15.674936,64,149001,10.13,294.99
2275,,,,,,,,,,,15.556989,64,149065,10.12,294.99
2276,,,,,,,,,,,15.128722,67,149132,10.12,294.99
2277,,,,,,,,,,,15.523468,64,149196,10.12,294.99
2278,,,,,,,,,,,16.474942,61,149257,10.12,294.99
2279,,,,,,,,,,,15.362490,65,149322,10.12,294.99
2280,,,,,,,,,,,15.242780,65,149387,10.12,294.99
2281,,,,,,,,,,,15.235316,66,149453,10.12,294.99
2282,,,,,,,,,,,14.995119,67,149520,10.12,294.99
2283,,,,,,,,,,,15.379636,65,149585,10.12,294.99
2284,,,,,,,,,,,15.407755,64,149649,10.12,294.99
2285,,,,,,,,,,,15.349959,65,149714,10.12,295.17
2286,,,,,,,,,,,15.555336,65,149779,10.13,295.96
2287,,,,,,,,,,,15.336092,65,149844,10.13,295.96
2288,,,,,,,,,,,15.323071,65,149909,10.13,295.96
2289,,,,,,,,,,,15.339919,66,149975,10.14,296.05
2290,,,,,,,,,,,15.519554,64,150039,10.14,296.05
2291,,,,,,,,,,,15.943895,63,150102,10.14,296.13
2292,,,,,,,,,,,15.245100,65,150167,10.14,296.13
2293,,,,,,,,,,,15.356237,65,150232,10.14,296.13
2294,,,,,,,,,,,15.493259,65,150297,10.14,296.13
2295,,,,,,,,,,,15.808868,63,150360,10.13,296.13
2296,,,,,,,,,,,15.866010,63,150423,10.13,296.13
2297,,,,,,,,,,,15.779414,64,150487,10.14,296.13
2298,,,,,,,,,,,15.563271,64,150551,10.14,296.39
2299,,,,,,,,,,,15.601187,64,150615,10.14,298.68
2300,,,,,,,,,,,15.666650,64,150679,10.14,300.09
2301,,,,,,,,,,,15.878245,63,150742,10.14,300.09
2302,,,,,,,,,,,15.458034,64,150806,10.14,300.09
2303,,,,,,,,,,,15.544286,65,150871,10.14,300.09
2304,,,,,,,,,,,16.336223,61,150932,10.14,300.09
2305,,,,,,,,,,,15.779374,63,150995,10.14,300.09
2306,,,,,,,,,,,15.595385,64,151059,10.14,300.09
2307,,,,,,,,,,,15.741956,64,151123,10.14,300.09
2308,,,,,,,,,,,15.455412,64,151187,10.14,300.09
2309,,,,,,,,,,,15.352825,66,151253,10.14,300.18
2310,,,,,,,,,,,15.274799,65,151318,10.14,300.18
2311,,,,,,,,,,,15.129346,66,151384,10.15,300.18
2312,,,,,,,,,,,15.237727,66,151450,10.15,300.18
2313,,,,,,,,,,,15.257043,65,151515,10.15,300.18
2314,,,,,,,,,,,15.337129,66,151581,10.15,300.18
2315,,,,,,,,,,,15.935646,62,151643,10.15,300.18
2316,,,,,,,,,,,15.262166,66,151709,10.14,300.18
2317,,,,,,,,,,,15.445109,65,151774,10.14,300.18
2318,,,,,,,,,,,15.856247,63,151837,10.14,300.18
2319,,,,,,,,,,,15.174675,65,151902,10.14,300.18
2320,,,,,,,,,,,15.330434,66,151968,10.14,300.27
2321,,,,,,,,,,,15.259730,65,152033,10.14,300.27
2322,,,,,,,,,,,15.489170,65,152098,10.14,300.27
2323,,,,,,,,,,,15.004052,66,152164,10.15,300.27
2324,,,,,,,,,,,15.054569,67,152231,10.15,300.27
2325,,,,,,,,,,,15.290831,65,152296,10.15,300.27
2326,,,,,,,,,,,15.348171,65,152361,10.15,300.27
2327,,,,,,,,,,,15.058338,67,152428,10.15,300.27
2328,,,,,,,,,,,15.257165,65,152493,10.15,300.27
2329,,,,,,,,,,,15.130442,66,152559,10.14,300.27
2330,,,,,,,,,,,15.333967,66,152625,10.14,300.27
2331,,,,,,,,,,,15.308031,65,152690,10.14,300.27
2332,,,,,,,,,,,15.904103,63,152753,10.14,300.27
2333,,,,,,,,,,,15.468197,64,152817,10.14,300.27
2334,,,,,,,,,,,15.654732,64,152881,10.16,300.27
2335,,,,,,,,,,,15.459428,65,152946,10.16,300.35
2336,,,,,,,,,,,15.571478,64,153010,10.16,300.35
2337,,,,,,,,,,,15.340526,65,153075,10.16,300.35
2338,,,,,,,,,,,15.413173,65,153140,10.16,300.35
2339,,,,,,,,,,,15.777200,64,153204,10.16,300.35
2340,,,,,,,,,,,15.607117,64,153268,10.16,300.35
2341,,,,,,,,,,,15.523564,64,153332,10.16,300.35
