second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
21,35.140771,28168,576418,304.13,458.37,66.523926,23526,638287,287.80,1869.07
22,34.894087,28511,604929,308.83,480.32,25.920718,38647,676934,291.08,1898.84
23,36.441076,26955,631884,313.23,505.67,24.860996,40227,717161,294.35,1895.41
24,33.855377,28736,660620,316.88,518.88,23.650115,26901,744062,298.75,1982.63
25,37.055322,26848,687468,320.07,538.84,97.907569,13837,757899,303.80,1991.74
26,34.803168,28570,716038,323.63,554.11,29.373186,34164,792063,304.35,1991.90
27,41.211371,23629,739667,326.29,585.41,24.552907,39182,831245,305.04,1990.26
28,35.601807,28484,768151,328.54,599.57,29.262514,35446,866691,307.49,2025.19
29,36.517596,27567,795718,331.35,614.95,25.811949,38666,905357,309.83,2040.06
30,35.441984,26695,822413,333.86,633.93,24.151304,41297,946654,313.26,2146.34
31,39.594500,26273,848686,335.99,654.35,24.726562,40274,986928,315.37,2150.84
32,37.975906,25982,874668,338.09,678.31,22.667878,33461,1020389,316.70,2179.02
33,37.338044,26628,901296,340.08,692.95,0.000000,0,1020389,316.38,2214.36
34,38.802312,25398,926694,341.62,710.64,115.252185,19433,1039822,314.99,2214.78
35,38.869166,25557,952251,343.18,732.75,23.862895,39976,1079798,316.29,2214.78
36,40.231335,24691,976942,344.56,748.37,30.609391,33202,1113000,316.11,2214.83
37,40.781967,24337,1001279,345.96,765.15,15.397575,13329,1126329,321.34,2295.60
38,44.850572,22155,1023434,346.96,792.66,1856.672039,323,1126652,323.82,2332.11
39,38.783693,25451,1048885,348.33,806.68,85.122834,25345,1151997,321.82,2330.36
40,41.092924,24296,1073181,349.62,813.78,301.709025,1911,1153908,316.81,2330.36
41,40.605145,23084,1096265,351.14,824.82,504.512534,2001,1155909,311.51,2330.36
42,43.844356,22329,1118594,351.63,830.29,767.732534,1083,1156992,306.01,2330.37
43,46.811376,22641,1141235,352.73,836.35,1577.075945,982,1157974,299.91,2330.37
44,40.089932,24425,1165660,354.08,845.26,0.000000,0,1157974,294.10,2330.37
45,39.485784,25720,1191380,354.82,853.81,0.000000,0,1157974,288.30,2330.37
46,39.358763,25005,1216385,356.94,859.29,0.000000,0,1157974,283.03,2330.36
47,37.672129,25820,1242205,357.98,867.48,0.000000,0,1157974,279.06,2330.52
48,37.412827,27172,1269377,359.41,877.67,0.000000,0,1157974,276.29,2330.39
49,40.871066,23634,1293011,359.95,881.43,0.000000,0,1157974,272.82,2330.91
50,40.320081,23528,1316539,360.80,888.67,0.000000,0,1157974,268.33,2330.81
51,40.366227,26443,1342982,361.84,893.87,0.000000,0,1157974,263.46,2331.05
52,42.710375,21975,1364957,362.56,906.65,0.000000,0,1157974,258.84,2331.25
53,41.597932,25159,1390116,363.67,911.14,0.000000,0,1157974,254.78,2331.24
54,36.881232,25520,1415636,364.70,917.38,0.000000,0,1157974,250.57,2331.37
55,35.410897,28849,1444485,365.90,922.61,0.000000,0,1157974,247.11,2331.44
56,39.927844,21683,1466168,367.32,929.01,0.000000,0,1157974,243.80,2331.51
57,41.707481,27351,1493519,367.59,936.32,0.000000,0,1157974,239.99,2331.41
58,37.063235,25927,1519446,368.65,946.00,0.000000,0,1157974,235.90,2331.27
59,43.277051,23703,1543149,369.89,953.12,0.000000,0,1157974,232.82,2331.27
60,33.716681,28418,1571567,370.17,962.75,0.000000,0,1157974,230.01,2330.83
61,43.638766,23553,1595120,371.34,969.98,0.000000,0,1157974,226.71,2330.83
62,34.346512,28647,1623767,372.80,978.12,0.000000,0,1157974,223.61,2330.83
63,34.965223,27296,1651063,373.74,985.88,0.000000,0,1157974,220.44,2330.83
64,41.335650,25118,1676181,374.85,993.08,0.000000,0,1157974,217.93,2330.77
65,35.775021,26833,1703014,375.89,1001.59,0.000000,0,1157974,215.32,2330.72
66,37.503016,27087,1730101,376.66,1011.71,0.000000,0,1157974,212.58,2330.72
67,43.887524,21595,1751696,377.68,1021.76,0.000000,0,1157974,210.49,2330.75
68,38.374100,27533,1779229,378.05,1030.75,0.000000,0,1157974,207.96,2330.75
69,34.985379,28016,1807245,378.82,1038.38,0.000000,0,1157974,205.50,2330.75
70,36.173433,27837,1835082,379.69,1045.09,0.000000,0,1157974,203.13,2337.97
71,40.115845,22227,1857309,380.81,1052.62,0.000000,0,1157974,200.61,2345.19
72,45.680773,24162,1881471,381.03,1061.16,0.000000,0,1157974,198.67,2346.06
73,38.295664,26112,1907583,381.70,1070.50,0.000000,0,1157974,196.98,2333.83
74,39.075164,24627,1932210,382.43,1075.80,0.000000,0,1157974,195.65,2333.83
75,39.447036,25216,1957426,382.76,1085.05,0.000000,0,1157974,194.07,2332.94
76,39.463943,25410,1982836,383.28,1091.84,0.000000,0,1157974,192.38,2332.95
77,42.420368,17164,,,,0.000000,0,1157974,190.83,2335.06
78,,,,,,0.000000,0,1157974,189.12,2335.06
79,,,,,,0.000000,0,1157974,187.42,2335.03
80,,,,,,261.768618,7609,1165583,186.16,2378.81
81,,,,,,19.684257,36229,1201812,186.67,2393.60
82,,,,,,15.488342,43406,1245218,187.95,2393.65
83,,,,,,20.218753,32911,1278129,191.06,2574.89
84,,,,,,18.783234,32315,1310444,193.63,2566.09
85,,,,,,20.712227,35013,1345457,195.07,2564.41
86,,,,,,18.249298,35333,1380790,196.52,2569.47
87,,,,,,24.334385,28204,1408994,198.31,2592.94
88,,,,,,18.792613,35288,1444282,199.53,2611.48
89,,,,,,18.827719,35491,1479773,202.75,2618.77
90,,,,,,19.141315,28481,1508254,204.67,2637.50
91,,,,,,0.000000,0,1508254,205.76,2672.04
92,,,,,,117.869850,10938,1519192,207.50,2722.05
93,,,,,,454.739440,538,1519730,206.75,2722.59
94,,,,,,1113.161334,148,1519878,205.43,2722.67
95,,,,,,0.000000,0,1519878,204.41,2727.11
96,,,,,,0.000000,0,1519878,203.94,2731.02
97,,,,,,126.324227,11787,1531665,203.48,2739.28
98,,,,,,35.768215,30995,1562660,204.36,2748.62
99,,,,,,35.158217,28479,1591139,205.45,2754.51
100,,,,,,49.011684,19000,1610139,206.60,2748.12
101,,,,,,29.650899,34632,1644771,207.27,2760.36
102,,,,,,0.000000,0,1644771,208.29,2762.05
103,,,,,,179.565549,11467,1656238,209.27,2804.46
104,,,,,,30.047120,22145,1678383,209.67,2834.27
105,,,,,,0.000000,0,1678383,211.20,2937.83
106,,,,,,1896.463393,278,1678661,214.09,2981.60
107,,,,,,73.955654,10037,1688698,213.71,2982.78
108,,,,,,33.149101,32441,1721139,213.87,2982.79
109,,,,,,21.511782,34246,1755385,214.97,2971.10
110,,,,,,34.684201,37650,1793035,215.85,2971.09
111,,,,,,37.913649,26342,1819377,216.61,2971.09
112,,,,,,32.838551,30392,1849769,217.38,2968.59
113,,,,,,29.627035,25498,1875267,218.13,2968.71
114,,,,,,33.665490,37191,1912458,218.59,2947.55
115,,,,,,38.630344,24812,1937270,219.34,2936.44
116,,,,,,48.204781,16825,1954095,219.75,2924.81
117,,,,,,660.101961,1025,1955120,218.91,2924.78
118,,,,,,0.000000,0,1955120,217.25,2924.78
119,,,,,,2475.666342,1,1955121,215.43,2924.80
120,,,,,,0.000000,0,1955121,213.88,2924.81
121,,,,,,0.000000,0,1955121,212.46,2924.80
122,,,,,,0.000000,0,1955121,210.86,2924.80
123,,,,,,0.000000,0,1955121,209.30,2924.80
124,,,,,,0.000000,0,1955121,207.66,2924.80
125,,,,,,0.000000,0,1955121,206.13,2924.80
126,,,,,,0.000000,0,1955121,204.65,2926.73
127,,,,,,0.000000,0,1955121,203.14,2928.66
128,,,,,,0.000000,0,1955121,202.00,2930.52
129,,,,,,0.000000,0,1955121,200.56,2929.89
130,,,,,,0.000000,0,1955121,199.12,2929.27
131,,,,,,0.000000,0,1955121,197.64,2929.27
132,,,,,,0.000000,0,1955121,196.37,2929.27
133,,,,,,0.000000,0,1955121,195.20,2929.27
134,,,,,,0.000000,0,1955121,193.89,2929.27
135,,,,,,0.000000,0,1955121,192.66,2929.27
136,,,,,,0.000000,0,1955121,191.38,2929.30
137,,,,,,0.000000,0,1955121,190.03,2929.30
138,,,,,,0.000000,0,1955121,189.08,2929.19
139,,,,,,0.000000,0,1955121,188.26,2929.62
140,,,,,,0.000000,0,1955121,187.36,2930.06
141,,,,,,0.000000,0,1955121,186.10,2930.31
142,,,,,,0.000000,0,1955121,185.20,2935.12
143,,,,,,0.000000,0,1955121,184.55,2939.68
144,,,,,,0.000000,0,1955121,183.55,2936.72
145,,,,,,0.000000,0,1955121,182.36,2936.72
146,,,,,,0.000000,0,1955121,181.45,2936.72
147,,,,,,0.000000,0,1955121,180.53,2936.72
148,,,,,,0.000000,0,1955121,179.47,2936.72
149,,,,,,0.000000,0,1955121,178.42,2934.32
150,,,,,,0.000000,0,1955121,177.31,2931.92
151,,,,,,0.000000,0,1955121,176.25,2931.92
152,,,,,,0.000000,0,1955121,175.04,2931.92
153,,,,,,0.000000,0,1955121,173.95,2923.11
154,,,,,,0.000000,0,1955121,173.10,2914.32
155,,,,,,0.000000,0,1955121,172.16,2914.96
156,,,,,,0.000000,0,1955121,171.18,2915.60
157,,,,,,0.000000,0,1955121,170.20,2915.60
158,,,,,,0.000000,0,1955121,169.20,2915.03
159,,,,,,0.000000,0,1955121,168.30,2914.46
160,,,,,,0.000000,0,1955121,167.39,2914.46
161,,,,,,0.000000,0,1955121,166.52,2914.46
162,,,,,,0.000000,0,1955121,165.98,2919.70
163,,,,,,0.000000,0,1955121,165.36,2924.94
164,,,,,,313.480567,4842,1959963,165.24,2945.23
165,,,,,,1001.933093,34,,,
