second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
1467,1.916999,520,740510,56.06,712.11,1.728258,578,774655,29.01,820.69
1468,1.906692,523,741033,56.06,712.11,1.753550,570,775225,29.01,820.69
1469,1.889368,526,741559,56.06,712.65,1.826519,546,775771,29.01,820.69
1470,1.906474,522,742081,56.07,714.09,2.154335,464,776235,29.00,820.69
1471,1.903893,523,742604,56.06,714.28,1.777051,562,776797,29.00,821.38
1472,1.891259,526,743130,56.06,714.28,1.773378,564,777361,28.99,821.38
1473,1.915270,519,743649,56.06,714.28,1.806082,553,777914,29.00,821.38
1474,2.014387,494,744143,56.07,716.74,1.740407,574,778488,28.99,821.38
1475,1.881926,529,744672,56.06,717.10,1.733724,576,779064,28.99,821.38
1476,1.866448,533,745205,56.06,717.39,1.867694,535,779599,28.99,821.38
1477,1.849788,538,745743,56.06,718.66,1.987812,503,780102,28.99,821.38
1478,1.870002,533,746276,56.07,719.72,2.037097,490,780592,28.99,823.43
1479,1.841977,540,746816,56.06,719.85,2.028550,493,781085,28.99,823.43
1480,1.857196,536,747352,56.06,720.04,1.963044,509,781594,28.99,826.58
1481,1.918179,518,747870,56.06,720.34,2.019219,495,782089,29.00,826.58
1482,2.015587,494,748364,56.06,720.67,2.043126,489,782578,28.99,826.58
1483,1.973504,504,748868,56.06,721.10,2.016419,495,783073,28.99,826.58
1484,2.007218,496,749364,56.06,721.10,2.031706,492,783565,28.99,826.58
1485,2.019821,493,749857,56.06,721.10,2.057628,486,784051,28.99,826.58
1486,2.226035,447,750304,56.05,721.31,1.833765,544,784595,29.00,828.62
1487,2.336980,426,750730,56.05,721.52,1.705944,586,785181,28.99,828.62
1488,2.374815,409,751139,56.05,721.73,1.724233,577,785758,28.99,828.63
1489,2.521176,405,751544,56.07,724.84,2.065796,486,786244,28.99,829.31
1490,2.313123,430,751974,56.07,724.84,2.184898,457,786701,28.99,832.04
1491,2.259455,441,752415,56.07,724.84,1.729999,578,787279,28.99,843.87
1492,2.143066,465,752880,56.07,724.98,1.743092,573,787852,28.99,843.87
1493,2.140472,465,753345,56.07,724.98,1.821047,549,788401,28.99,843.87
1494,2.163057,460,753805,56.07,724.98,1.801385,554,788955,28.99,858.80
1495,2.272083,438,754243,56.06,725.24,1.729271,538,789493,28.99,858.81
1496,1.976124,505,754748,56.06,725.61,4.725742,226,789719,29.09,867.98
1497,1.832569,543,755291,56.05,726.15,1.726047,578,790297,29.10,868.02
1498,1.843519,540,755831,56.06,727.51,1.754784,570,790867,29.09,868.02
1499,1.808239,550,756381,56.06,727.68,1.741123,574,791441,29.08,868.83
1500,1.840033,541,756922,56.06,727.84,1.742130,573,792014,29.08,868.83
1501,1.817315,547,757469,56.06,728.07,1.797522,556,792570,29.07,868.83
1502,1.902727,523,757992,56.06,728.07,1.793440,557,793127,29.07,871.10
1503,1.950675,494,758486,56.06,728.39,1.750452,571,793698,29.07,872.85
1504,2.102775,488,758974,56.07,729.52,1.761312,568,794266,29.07,872.85
1505,1.933477,515,759489,56.07,729.88,1.807666,552,794818,29.07,872.85
1506,1.909759,521,760010,56.07,729.88,1.723743,580,795398,29.06,872.85
1507,1.994107,499,760509,56.07,729.88,1.692195,590,795988,29.06,872.92
1508,1.941141,513,761022,56.07,730.24,1.731172,578,796566,29.06,872.92
1509,1.931609,515,761537,56.08,731.67,1.717000,201,796767,29.11,885.27
1510,1.920841,518,762055,56.08,731.87,3.143543,526,797293,29.17,885.31
1511,1.917666,519,762574,56.09,732.20,1.707538,585,797878,29.16,889.19
1512,1.861216,535,763109,56.08,732.35,1.747394,572,798450,29.15,889.19
1513,1.847582,538,763647,56.08,732.35,1.762192,567,799017,29.15,889.19
1514,1.838498,542,764189,56.08,732.35,1.885378,530,799547,29.15,889.19
1515,1.820020,546,764735,56.08,732.35,2.761314,362,799909,29.28,890.29
1516,1.890668,526,765261,56.07,733.44,2.125189,470,800379,29.31,890.00
1517,1.884339,528,765789,56.08,734.92,2.022893,494,800873,29.31,890.00
1518,2.074316,480,766269,56.10,735.31,2.073479,482,801355,29.30,890.03
1519,1.918690,520,766789,56.09,735.31,1.965177,508,801863,29.30,890.03
1520,1.890836,527,767316,56.09,735.49,1.976990,506,802369,29.29,890.03
1521,1.856182,537,767853,56.09,735.61,1.953574,511,802880,29.29,890.03
1522,1.877690,531,768384,56.08,735.78,1.989691,502,803382,29.28,890.03
1523,1.941255,513,768897,56.08,735.84,2.036893,491,803873,29.28,888.66
1524,1.960915,508,769405,56.07,736.08,1.907325,524,804397,29.27,888.36
1525,1.902400,524,769929,56.07,736.42,1.809116,552,804949,29.28,888.36
1526,1.920502,520,770449,56.07,736.89,1.667919,599,805548,29.27,888.36
1527,1.945856,512,770961,56.07,738.11,1.668527,599,806147,29.26,888.36
1528,1.928283,516,771477,56.07,739.55,1.749185,571,806718,29.26,887.68
1529,1.895278,526,772003,56.07,739.55,1.731524,577,807295,29.26,886.31
1530,1.883700,528,772531,56.07,739.92,1.653031,604,807899,29.26,886.31
1531,1.866462,533,773064,56.07,739.92,1.780503,561,808460,29.25,885.28
1532,2.028311,491,773555,56.06,741.94,1.753523,570,809030,29.25,885.28
1533,1.890121,526,774081,56.07,743.40,1.736112,576,809606,29.25,885.28
1534,1.905764,522,774603,56.07,743.40,1.690336,591,810197,29.25,884.59
1535,1.891899,525,775128,56.07,743.53,1.683567,593,810790,29.24,883.23
1536,1.901441,524,775652,56.08,745.58,1.825620,547,811337,29.24,883.23
1537,1.866528,533,776185,56.08,745.58,1.985473,504,811841,29.24,883.23
1538,1.879638,529,776714,56.07,745.81,1.981307,504,812345,29.24,883.23
1539,1.899390,523,777237,56.07,746.14,2.037911,490,812835,29.24,881.86
1540,1.894943,525,777762,56.07,746.53,2.000910,500,813335,29.24,880.32
1541,1.895940,525,778287,56.07,746.53,1.957427,510,813845,29.24,880.32
1542,2.133577,466,778753,56.06,746.53,1.974801,506,814351,29.24,880.32
1543,2.151428,462,779215,56.07,746.53,1.970101,507,814858,29.24,879.29
1544,1.927883,516,779731,56.06,747.00,2.030660,492,815350,29.24,879.29
1545,1.984750,501,780232,56.06,747.15,1.970742,507,815857,29.24,879.29
1546,2.170169,459,780691,56.06,747.79,1.882258,531,816388,29.24,879.29
1547,2.493039,399,781090,56.07,749.89,1.772686,564,816952,29.24,876.21
1548,2.312721,431,781521,56.08,750.70,1.752389,570,817522,29.26,876.90
1549,2.294167,434,781955,56.08,750.79,1.757621,568,818090,29.28,880.31
1550,2.259351,441,782396,56.08,751.01,1.676435,596,818686,29.30,880.31
1551,2.291356,435,782831,56.08,751.12,1.766972,565,819251,29.30,880.31
1552,2.167654,459,783290,56.08,751.25,1.742128,574,819825,29.29,880.32
1553,2.199489,453,783743,56.08,751.51,1.740633,574,820399,29.29,880.32
1554,2.117919,469,784212,56.07,751.51,1.823950,537,820936,29.29,878.95
1555,2.179886,457,784669,56.07,751.74,1.903965,535,821471,29.31,880.58
1556,1.945309,512,785181,56.07,752.26,1.952448,512,821983,29.33,882.63
1557,1.895888,524,785705,56.08,754.13,1.810590,552,822535,29.34,883.99
1558,1.859890,536,786241,56.07,754.41,1.785664,559,823094,29.34,884.00
1559,1.884331,528,786769,56.07,754.41,1.812893,551,823645,29.34,884.00
1560,1.941686,512,787281,56.07,754.62,1.855678,539,824184,29.33,883.31
1561,1.852024,538,787819,56.06,754.62,1.845737,541,824725,29.33,885.44
1562,1.912353,520,788339,56.06,754.62,1.812163,551,825276,29.33,885.44
1563,2.119299,469,788808,56.06,755.89,1.766081,565,825841,29.32,885.44
1564,1.945291,512,789320,56.07,755.98,1.810366,553,826394,29.32,885.44
1565,1.942450,513,789833,56.08,755.98,1.771735,564,826958,29.31,885.44
1566,2.000858,497,790330,56.08,756.25,1.790812,557,827515,29.31,886.81
1567,1.954209,509,790839,56.08,756.96,1.902991,525,828040,29.31,886.81
1568,1.963737,507,791346,56.09,758.70,1.914656,522,828562,29.31,886.81
1569,1.975191,503,791849,56.09,758.70,1.895684,527,829089,29.30,886.81
1570,1.960055,508,792357,56.09,759.04,1.789645,558,829647,29.30,886.81
1571,1.947700,512,792869,56.09,759.19,1.803842,554,830201,29.30,886.81
1572,1.858091,535,793404,56.09,759.19,1.832055,546,830747,29.29,886.81
1573,1.835738,542,793946,56.09,759.52,1.777925,562,831309,29.29,886.81
1574,1.841533,540,794486,56.09,759.52,1.916825,521,831830,29.29,886.81
1575,1.849178,538,795024,56.08,760.21,2.177182,458,832288,29.29,889.45
1576,1.900358,523,795547,56.08,760.88,2.150430,464,832752,29.31,889.45
1577,1.887042,528,796075,56.08,763.22,2.205318,454,833206,29.33,889.45
1578,2.050396,485,796560,56.10,763.69,2.067734,484,833690,29.35,890.14
1579,1.930351,517,797077,56.10,763.86,2.047161,488,834178,29.35,892.19
1580,1.895404,525,797602,56.09,763.98,2.061148,485,834663,29.35,892.19
1581,1.953611,511,798113,56.09,764.11,2.479127,402,835065,29.34,892.19
1582,1.921279,518,798631,56.08,764.26,2.244896,446,835511,29.34,892.19
1583,1.916993,520,799151,56.08,764.26,1.941457,515,836026,29.33,892.19
1584,1.975222,504,799655,56.08,764.26,1.939241,515,836541,29.33,892.87
1585,1.998580,499,800154,56.08,764.26,1.844312,542,837083,29.33,894.23
1586,1.981718,503,800657,56.07,764.57,2.196601,454,837537,29.32,894.23
1587,1.930317,516,801173,56.07,764.87,1.852198,540,838077,29.32,894.23
1588,1.915832,520,801693,56.08,766.18,1.849151,540,838617,29.32,895.60
1589,1.868708,533,802226,56.07,766.18,1.819713,550,839167,29.32,895.60
1590,1.951883,509,802735,56.07,766.38,1.751160,570,839737,29.31,895.60
1591,1.984249,502,803237,56.07,766.38,1.724238,580,840317,29.31,895.60
1592,1.876792,530,803767,56.07,766.52,1.797582,556,840873,29.30,899.66
1593,2.060932,483,804250,56.07,769.14,1.735853,575,841448,29.30,899.66
1594,1.884865,528,804778,56.07,769.91,1.765770,566,842014,29.30,899.66
1595,1.906737,522,805300,56.07,769.91,1.799244,555,842569,29.30,901.03
1596,1.900120,523,805823,56.07,771.11,1.900281,526,843095,29.29,901.71
1597,1.931051,515,806338,56.07,772.57,2.022683,494,843589,29.30,901.71
1598,1.869577,532,806870,56.08,773.18,2.070595,483,844072,29.29,901.71
1599,1.934797,514,807384,56.07,773.38,2.110858,473,844545,29.30,901.71
1600,1.902567,523,807907,56.07,773.38,2.118244,472,845017,29.30,901.71
1601,1.883958,528,808435,56.07,773.56,2.118577,472,845489,29.29,901.71
1602,2.008995,495,808930,56.06,773.56,2.130543,469,845958,29.30,903.76
1603,2.074065,480,809410,56.06,773.56,2.133022,468,846426,29.29,903.76
1604,2.015113,494,809904,56.06,773.56,2.088684,478,846904,29.29,903.76
1605,2.072276,480,810384,56.06,773.56,2.138885,468,847372,29.29,903.76
1606,2.195081,454,810838,56.06,773.98,1.847426,541,847913,29.29,903.76
1607,2.331594,427,811265,56.06,774.42,1.758212,567,848480,29.29,905.12
1608,2.385444,417,811682,56.05,776.21,1.798871,556,849036,29.29,905.12
1609,2.567791,388,812070,56.07,777.86,1.849518,540,849576,29.28,905.12
1610,2.282614,436,812506,56.08,778.53,1.930593,518,850094,29.28,905.12
1611,2.329900,428,812934,56.08,778.82,1.884018,530,850624,29.27,905.12
1612,2.158079,461,813395,56.08,779.04,1.838411,544,851168,29.27,906.49
1613,2.126296,468,813863,56.08,779.24,1.819473,549,851717,29.26,906.49
1614,2.107748,471,814334,56.07,779.47,1.759722,567,852284,29.26,906.49
1615,2.151617,464,814798,56.07,779.90,1.750118,571,852855,29.26,906.49
1616,1.941313,513,815311,56.07,779.90,1.729487,578,853433,29.25,910.64
1617,1.905091,522,815833,56.07,780.08,1.755602,569,854002,29.25,910.64
1618,1.867155,532,816365,56.07,780.48,1.826581,547,854549,29.25,910.64
1619,1.878154,530,816895,56.08,781.85,1.886891,529,855078,29.24,910.64
1620,1.871247,532,817427,56.07,781.85,1.877301,532,855610,29.24,912.01
1621,1.911646,520,817947,56.07,781.85,1.737849,575,856185,29.24,912.01
1622,1.935263,515,818462,56.07,781.96,1.770009,565,856750,29.23,912.01
1623,1.916607,519,818981,56.07,781.96,1.779294,561,857311,29.23,912.01
1624,1.935172,514,819495,56.08,781.96,1.787408,559,857870,29.23,912.01
1625,1.966868,506,820001,56.08,782.16,1.804383,554,858424,29.22,914.82
1626,2.126960,468,820469,56.09,783.82,1.802182,554,858978,29.22,914.82
1627,1.945423,511,820980,56.09,783.82,1.787835,559,859537,29.22,914.82
1628,1.933191,515,821495,56.09,784.57,1.812086,552,860089,29.21,914.81
1629,1.934130,514,822009,56.09,785.46,1.799259,555,860644,29.21,914.81
1630,1.924541,518,822527,56.10,787.12,1.790137,558,861202,29.21,914.81
1631,1.922218,518,823045,56.10,787.12,1.831266,545,861747,29.20,914.81
1632,1.864157,534,823579,56.10,787.12,1.800445,555,862302,29.20,914.81
1633,1.877953,529,824108,56.10,787.24,1.872479,534,862836,29.20,916.18
1634,1.852324,538,824646,56.09,787.24,1.909177,523,863359,29.19,916.18
1635,1.827556,544,825190,56.09,787.24,2.076523,481,863840,29.19,916.18
1636,1.862324,534,825724,56.09,787.24,1.958063,510,864350,29.19,916.18
1637,1.882443,529,826253,56.09,787.24,2.021250,495,864845,29.20,916.17
1638,1.827066,545,826798,56.09,787.51,2.047831,488,865333,29.19,916.17
1639,1.917181,520,827318,56.08,788.95,1.978552,505,865838,29.19,916.17
1640,1.946506,512,827830,56.09,790.15,1.944147,514,866352,29.19,916.17
1641,2.127857,468,828298,56.10,791.67,1.983875,503,866855,29.19,916.17
1642,1.919887,518,828816,56.10,792.18,2.025057,494,867349,29.19,916.17
1643,2.075191,481,829297,56.10,792.30,2.055604,486,867835,29.18,915.83
1644,1.927225,516,829813,56.09,792.30,1.922269,520,868355,29.18,915.83
1645,1.917425,521,830334,56.09,792.30,1.851020,540,868895,29.18,915.83
1646,1.922791,518,830852,56.09,792.30,1.781821,560,869455,29.18,917.58
1647,1.925050,518,831370,56.08,792.30,1.843862,542,869997,29.17,917.58
1648,1.969471,506,831876,56.08,792.47,1.803559,554,870551,29.17,917.58
1649,1.879451,529,832405,56.08,792.47,1.847119,541,871092,29.17,917.58
1650,1.901578,523,832928,56.09,794.64,1.866396,536,871628,29.16,917.58
1651,1.864901,533,833461,56.09,794.97,1.841809,542,872170,29.16,917.58
1652,1.867071,533,833994,56.08,794.97,1.750616,571,872741,29.16,916.55
1653,1.885810,528,834522,56.08,795.61,1.756343,569,873310,29.15,916.55
1654,1.846997,539,835061,56.08,796.15,1.741233,573,873883,29.15,916.55
1655,1.856882,535,835596,56.08,796.26,1.779156,562,874445,29.15,916.56
1656,2.050466,485,836081,56.08,796.63,1.965230,508,874953,29.15,916.56
1657,1.851677,537,836618,56.09,796.84,2.027534,493,875446,29.15,916.56
1658,1.874676,530,837148,56.08,797.02,2.149817,465,875911,29.14,916.56
1659,1.841987,541,837689,56.08,797.49,2.122936,470,876381,29.14,916.57
1660,1.896390,524,838213,56.09,797.81,2.113831,473,876854,29.14,916.57
1661,1.890560,526,838739,56.09,798.22,2.046417,488,877342,29.14,916.57
1662,1.966961,506,839245,56.09,798.46,2.121909,471,877813,29.15,916.57
1663,2.028807,491,839736,56.09,798.46,2.059578,485,878298,29.14,916.57
1664,1.992342,499,840235,56.08,798.58,2.038131,490,878788,29.14,916.57
1665,2.002961,497,840732,56.08,798.58,2.036815,491,879279,29.15,919.37
1666,2.134203,467,841199,56.08,798.78,1.796703,556,879835,29.14,919.37
1667,2.329235,427,841626,56.08,798.78,1.753157,570,880405,29.14,919.37
1668,2.241546,445,842071,56.08,799.04,1.776872,562,880967,29.14,919.37
1669,2.262574,440,842511,56.08,799.47,1.880774,532,881499,29.13,919.37
1670,2.292281,433,842944,56.08,799.81,1.870018,534,882033,29.14,919.37
1671,2.424217,412,843356,56.08,800.08,1.736368,575,882608,29.13,919.37
1672,2.270226,438,843794,56.07,800.73,1.770176,565,883173,29.13,919.37
1673,2.309802,424,844218,56.08,805.72,1.817601,549,883722,29.13,919.37
1674,2.230570,454,844672,56.09,806.30,1.819812,549,884271,29.12,919.37
1675,2.133615,466,845138,56.09,806.30,1.729772,578,884849,29.12,919.37
1676,1.941299,513,845651,56.09,806.42,1.803979,554,885403,29.12,919.37
1677,1.866787,533,846184,56.09,806.51,1.916204,521,885924,29.12,921.43
1678,1.869554,532,846716,56.08,806.78,1.779144,562,886486,29.11,921.43
1679,1.832350,543,847259,56.08,807.12,1.788368,558,887044,29.11,921.43
1680,1.848328,538,847797,56.08,807.24,1.783176,561,887605,29.11,924.66
1681,1.875342,530,848327,56.08,807.41,1.862466,536,888141,29.11,924.66
1682,1.910454,522,848849,56.08,808.43,1.801688,555,888696,29.10,924.66
1683,1.897252,524,849373,56.09,808.95,1.818547,549,889245,29.10,924.66
1684,1.882972,529,849902,56.09,808.95,1.914924,522,889767,29.10,924.66
1685,1.894165,524,850426,56.09,808.95,1.827830,546,890313,29.10,924.67
1686,1.933958,516,850942,56.09,808.95,1.850698,540,890853,29.10,924.67
1687,1.949090,509,851451,56.09,809.18,1.803497,554,891407,29.09,924.67
1688,1.954916,510,851961,56.09,809.18,1.821380,549,891956,29.09,924.67
1689,1.934250,514,852475,56.09,810.72,1.862495,536,892492,29.09,924.67
1690,2.090528,476,852951,56.10,811.66,1.873385,533,893025,29.09,924.67
1691,1.911002,520,853471,56.11,811.66,1.941643,515,893540,29.08,928.16
1692,1.876342,532,854003,56.10,811.66,1.895060,527,894067,29.08,928.16
1693,1.827460,544,854547,56.10,812.41,1.864999,536,894603,29.08,928.16
1694,1.837846,542,855089,56.10,814.24,2.043829,489,895092,29.08,931.66
1695,1.862154,535,855624,56.11,815.06,2.072255,482,895574,29.08,931.66
1696,1.854736,536,856160,56.11,815.17,2.079395,481,896055,29.09,931.67
1697,1.823019,546,856706,56.11,815.42,2.575679,387,896442,29.11,940.69
1698,1.890705,527,857233,56.10,815.42,2.845138,349,896791,29.25,946.32
1699,1.952338,511,857744,56.10,815.42,2.336146,431,897222,29.32,951.72
1700,1.946423,512,858256,56.09,815.51,2.127511,470,897692,29.34,955.14
1701,1.903768,524,858780,56.09,816.11,2.272171,16,897708,29.35,959.92
1702,1.920256,519,859299,56.09,816.11,13.725159,143,897851,29.52,963.01
1703,1.970299,506,859805,56.10,818.38,2.092054,477,898328,29.60,963.06
1704,1.933774,515,860320,56.09,818.63,1.915678,522,898850,29.61,963.06
1705,1.918967,520,860840,56.09,818.78,1.780949,561,899411,29.60,963.06
1706,2.059616,484,861324,56.09,820.55,1.874724,533,899944,29.58,963.06
1707,1.860960,535,861859,56.10,820.95,1.768317,565,900509,29.58,965.79
1708,1.911357,522,862381,56.10,820.95,1.818450,550,901059,29.56,965.79
1709,1.880967,529,862910,56.09,820.95,1.808463,552,901611,29.56,965.79
1710,1.857900,536,863446,56.09,821.25,1.899530,526,902137,29.55,965.79
1711,1.836752,541,863987,56.09,821.25,1.792132,558,902695,29.54,967.43
1712,1.844032,539,864526,56.09,821.53,1.887892,529,903224,29.55,967.43
1713,1.848114,539,865065,56.08,821.53,1.810074,552,903776,29.55,968.11
1714,1.849375,538,865603,56.08,822.16,1.830351,545,904321,29.54,968.11
1715,2.072815,480,866083,56.08,823.25,1.857537,538,904859,29.53,968.11
1716,1.904677,522,866605,56.08,824.27,2.055913,487,905346,29.53,968.11
1717,1.925230,517,867122,56.08,824.48,2.313224,425,905771,29.53,968.11
1718,1.923293,517,867639,56.08,824.48,2.513533,403,906174,29.53,969.48
1719,1.887571,527,868166,56.08,824.71,2.432939,132,906306,29.55,972.21
1720,1.873052,531,868697,56.08,825.21,0.000000,0,906306,29.67,975.05
1721,1.863869,508,869205,56.07,825.21,7.070551,379,906685,29.82,975.05
1722,2.109028,495,869700,56.09,826.74,2.345041,426,907111,29.81,977.06
1723,1.903011,524,870224,56.08,827.37,2.207471,453,907564,29.85,979.11
1724,2.003460,497,870721,56.10,829.34,2.179586,458,908022,29.84,979.11
1725,2.015166,494,871215,56.09,829.34,2.122591,471,908493,29.83,979.11
1726,2.158514,461,871676,56.10,829.47,1.770071,564,909057,29.83,980.48
1727,2.294210,434,872110,56.09,829.72,1.799976,555,909612,29.82,980.48
1728,2.315569,430,872540,56.09,829.72,2.012783,496,910108,29.82,980.48
1729,2.302768,433,872973,56.10,829.72,1.805307,554,910662,29.81,980.48
1730,2.378469,419,873392,56.09,829.72,1.861586,537,911199,29.81,980.48
1731,2.309911,431,873823,56.09,829.83,1.905594,524,911723,29.80,980.48
1732,2.146489,464,874287,56.09,830.14,2.050696,487,912210,29.80,981.16
1733,2.163095,459,874746,56.09,830.30,1.813807,551,912761,29.79,981.16
1734,2.120389,470,875216,56.08,830.67,1.743195,573,913334,29.79,982.53
1735,2.158773,462,875678,56.08,830.67,1.720587,581,913915,29.79,982.53
1736,1.981978,502,876180,56.08,831.38,1.709185,585,914500,29.78,982.53
1737,1.871431,532,876712,56.08,831.66,1.753536,569,915069,29.78,982.53
1738,1.835640,542,877254,56.07,833.33,1.818163,550,915619,29.77,982.53
1739,2.025275,492,877746,56.09,834.41,1.745016,572,916191,29.77,982.53
1740,1.880272,529,878275,56.10,835.33,1.757366,569,916760,29.77,982.53
1741,1.967829,506,878781,56.10,835.33,1.886999,529,917289,29.76,982.53
1742,1.970495,505,879286,56.09,835.54,1.792287,558,917847,29.76,984.58
1743,1.978194,503,879789,56.09,835.65,1.787007,559,918406,29.76,987.31
1744,1.924420,517,880306,56.10,836.00,1.784428,560,918966,29.76,987.31
1745,1.983178,501,880807,56.09,836.18,1.860952,537,919503,29.75,987.31
1746,1.925251,517,881324,56.09,836.88,1.815562,550,920053,29.75,987.31
