second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8_snapshot2,throughput_zookeeper_v3.4.8_snapshot2,cumulative_throughput_zookeeper_v3.4.8_snapshot2,avg_cpu_zookeeper_v3.4.8_snapshot2,avg_memory_mb_zookeeper_v3.4.8_snapshot2,avg_latency_ms_zookeeper_v3.4.8_snapshot3,throughput_zookeeper_v3.4.8_snapshot3,cumulative_throughput_zookeeper_v3.4.8_snapshot3,avg_cpu_zookeeper_v3.4.8_snapshot3,avg_memory_mb_zookeeper_v3.4.8_snapshot3
225,2.390052,417,105509,54.03,165.11,1.835340,544,108160,27.10,255.86,1.907499,524,111308,25.16,257.62
226,2.238825,445,105954,54.05,165.90,1.868942,534,108694,27.09,256.03,1.863893,536,111844,25.16,257.79
227,2.164080,460,106414,54.08,167.17,1.892158,529,109223,27.09,256.54,1.933048,517,112361,25.15,257.79
228,2.137042,466,106880,54.08,167.17,2.202005,453,109676,27.07,256.54,1.882154,530,112891,25.14,257.96
229,2.226733,447,107327,54.09,167.74,2.253657,443,110119,27.07,256.31,1.872144,534,113425,25.13,257.96
230,2.618129,380,107707,54.11,167.74,2.233665,448,110567,27.07,256.31,1.900572,526,113951,25.14,258.82
231,2.597284,383,108090,54.11,168.39,2.221260,450,111017,27.07,256.31,1.934364,516,114467,25.13,259.01
232,2.723962,367,108457,54.10,168.69,2.169130,460,111477,27.07,258.06,1.850403,540,115007,25.13,259.52
233,2.536102,393,108850,54.09,168.95,2.182774,458,111935,27.07,258.06,1.854621,539,115546,25.12,259.52
234,2.541055,392,109242,54.07,168.95,2.216920,451,112386,27.08,258.92,1.914800,522,116068,25.11,259.52
235,2.520735,396,109638,54.07,170.63,2.184256,458,112844,27.09,258.93,1.956116,511,116579,25.10,259.52
236,2.484064,401,110039,54.09,171.10,2.243866,445,113289,27.08,258.93,1.979344,505,117084,25.10,260.25
237,2.507220,397,110436,54.10,171.88,2.305734,433,113722,27.09,259.10,1.958827,510,117594,25.09,260.25
238,2.573460,387,110823,54.12,173.09,1.923463,520,114242,27.10,260.01,1.864286,536,118130,25.09,261.10
239,2.615851,380,111203,54.15,173.89,1.875642,532,114774,27.10,260.01,1.866988,535,118665,25.08,261.10
240,2.195587,455,111658,54.16,173.89,1.875006,533,115307,27.09,260.01,1.912590,522,119187,25.06,261.79
241,1.944271,512,112170,54.18,174.72,1.870857,534,115841,27.08,260.55,1.988338,503,119690,25.06,261.79
242,2.083608,479,112649,54.22,175.72,1.907429,524,116365,27.07,260.55,2.001058,499,120189,25.07,261.79
243,1.999055,498,113147,54.23,175.84,1.826687,547,116912,27.08,266.52,2.444136,409,120598,25.07,261.79
244,2.018945,494,113641,54.25,175.84,2.155948,464,117376,27.09,266.52,2.575378,388,120986,25.08,261.79
245,2.141427,465,114106,54.29,176.00,2.186011,457,117833,27.10,266.69,2.450975,408,121394,25.08,261.27
246,2.026438,492,114598,54.30,176.40,2.126813,469,118302,27.09,266.69,2.510024,398,121792,25.09,262.17
247,1.999468,498,115096,54.30,177.22,2.268001,441,118743,27.08,266.69,2.583981,387,122179,25.10,262.68
248,2.025757,491,115587,54.31,177.55,2.120122,471,119214,27.08,266.87,2.511273,398,122577,25.10,262.68
249,2.068839,480,116067,54.32,177.70,2.146934,465,119679,27.08,266.87,2.561300,389,122966,25.11,262.68
250,2.102992,474,116541,54.33,177.70,2.170274,461,120140,27.09,266.93,2.346618,427,123393,25.11,263.25
251,2.030450,490,117031,54.32,177.86,2.177073,458,120598,27.09,267.44,2.006534,498,123891,25.12,263.25
252,2.052916,486,117517,54.32,178.09,2.203543,454,121052,27.09,267.95,1.997866,500,124391,25.12,263.42
253,2.090207,477,117994,54.33,178.09,2.070760,483,121535,27.09,271.20,1.908461,524,124915,25.11,263.42
254,2.129723,468,118462,54.32,178.35,1.911099,522,122057,27.09,271.20,1.879562,531,125446,25.11,263.59
255,1.989922,500,118962,54.34,178.61,1.919073,521,122578,27.09,271.37,1.842827,542,125988,25.10,263.59
256,1.991870,500,119462,54.34,178.89,1.882466,531,123109,27.08,271.37,1.911210,523,126511,25.09,264.95
257,1.989157,501,119963,54.33,179.22,1.937009,516,123625,27.07,271.37,1.978894,504,127015,25.08,264.95
258,2.003788,497,120460,54.34,181.02,1.921141,520,124145,27.06,271.59,2.254379,444,127459,25.09,267.59
259,2.045435,487,120947,54.34,183.09,1.923732,519,124664,27.05,272.10,2.108395,474,127933,25.09,267.59
260,2.022460,491,121438,54.33,183.54,1.997817,500,125164,27.04,272.10,2.086945,479,128412,25.09,267.59
261,2.077945,481,121919,54.35,184.03,1.996099,501,125665,27.04,273.00,2.161802,462,128874,25.09,267.76
262,2.064011,482,122401,54.36,184.22,2.123662,470,126135,27.04,273.00,2.105006,474,129348,25.10,267.97
263,2.058582,485,122886,54.38,184.22,2.174461,460,126595,27.11,275.49,2.204716,454,129802,25.10,267.97
264,2.109832,471,123357,54.38,184.48,2.158431,463,127058,27.13,276.40,2.109298,474,130276,25.10,267.97
265,2.106935,474,123831,54.40,184.48,2.127001,469,127527,27.13,275.79,2.118273,472,130748,25.11,268.84
266,2.074654,480,124311,54.42,184.65,2.111050,474,128001,27.12,275.79,2.150489,464,131212,25.11,269.87
267,2.143878,465,124776,54.41,184.98,2.043026,489,128490,27.12,276.31,2.025974,494,131706,25.12,269.87
268,2.017083,494,125270,54.42,186.10,2.093614,477,128967,27.13,276.82,1.880501,531,132237,25.11,275.31
269,2.071761,481,125751,54.41,186.10,2.071236,482,129449,27.12,276.82,1.875941,533,132770,25.10,275.31
270,2.067550,482,126233,54.40,186.10,2.015206,496,129945,27.12,276.82,1.892275,528,133298,25.09,275.82
271,2.063208,483,126716,54.42,186.59,1.994010,501,130446,27.11,276.99,1.916190,521,133819,25.09,275.99
272,1.971421,506,127222,54.42,187.64,2.046923,488,130934,27.10,276.99,1.863788,536,134355,25.08,275.99
273,2.091254,477,127699,54.40,187.64,2.028263,493,131427,27.09,277.33,1.904930,525,134880,25.07,276.50
274,2.130946,468,128167,54.39,187.91,1.946833,513,131940,27.08,277.33,1.868459,535,135415,25.07,276.67
275,2.044624,487,128654,54.39,188.39,1.941411,515,132455,27.07,277.84,1.884409,530,135945,25.07,277.18
276,2.021590,493,129147,54.39,188.70,2.069951,482,132937,27.05,277.84,1.977062,505,136450,25.06,277.18
277,2.010493,496,129643,54.39,190.67,2.016069,496,133433,27.04,277.84,1.978230,506,136956,25.05,277.69
278,2.019426,493,130136,54.39,190.94,1.970177,507,133940,27.02,279.03,1.889448,528,137484,25.05,278.37
279,2.036154,489,130625,54.38,190.94,1.957669,510,134450,27.01,279.55,1.895351,527,138011,25.04,278.54
280,2.130388,468,131093,54.40,193.55,1.928468,519,134969,26.99,279.55,1.958117,510,138521,25.04,278.54
281,2.204701,452,131545,54.41,194.14,1.950122,512,135481,26.99,280.06,1.865569,536,139057,25.03,280.08
282,2.201531,453,131998,54.42,195.43,2.001403,499,135980,26.98,280.23,1.835353,544,139601,25.02,280.08
283,2.258594,441,132439,54.43,195.43,1.985198,504,136484,26.97,279.71,1.916271,522,140123,25.01,280.08
284,2.285654,436,132875,54.43,195.50,1.979265,504,136988,26.96,279.71,1.896026,527,140650,25.01,280.24
285,2.342789,425,133300,54.46,195.50,1.953587,512,137500,26.94,279.71,1.885850,530,141180,25.01,280.24
286,2.197931,454,133754,54.45,195.86,1.948762,513,138013,26.93,280.40,1.848376,541,141721,25.00,280.24
287,2.180136,457,134211,54.46,195.86,1.977798,505,138518,26.91,280.91,1.888710,529,142250,24.99,280.24
288,2.196894,454,134665,54.47,196.64,2.269155,440,138958,26.90,280.91,1.869329,534,142784,24.98,282.49
289,2.120398,470,135135,54.48,196.88,2.196278,455,139413,26.91,281.08,1.923767,520,143304,24.98,282.49
290,2.552819,390,135525,54.49,197.13,2.221547,450,139863,26.91,281.76,1.891700,528,143832,24.97,282.49
291,2.585804,386,135911,54.49,197.32,2.199847,454,140317,26.91,281.93,1.881617,531,144363,24.96,283.17
292,2.743817,363,136274,54.47,197.48,2.243183,446,140763,26.91,281.93,1.868545,534,144897,24.96,283.68
293,2.864002,348,136622,54.46,197.83,2.335651,427,141190,26.91,281.93,1.909455,524,145421,24.95,283.68
294,2.928295,341,136963,54.45,198.66,2.326288,430,141620,26.92,282.27,1.934402,517,145938,24.94,283.68
295,2.898468,344,137307,54.43,199.11,2.358087,424,142044,26.91,282.27,1.901417,525,146463,24.94,284.36
296,2.717749,367,137674,54.45,199.11,2.407822,415,142459,26.91,282.78,1.842689,543,147006,24.93,284.82
297,2.817146,354,138028,54.45,199.11,2.269070,440,142899,26.91,282.78,1.916119,521,147527,24.93,284.82
298,2.754750,362,138390,54.48,199.44,2.137598,468,143367,26.92,283.63,1.947669,513,148040,24.92,285.17
299,2.697322,369,138759,54.48,199.61,2.076061,481,143848,26.91,284.31,1.959810,510,148550,24.92,285.17
300,2.272370,439,139198,54.48,200.12,1.990022,502,144350,26.89,284.31,1.961480,509,149059,24.91,285.68
301,2.006062,497,139695,54.49,200.41,1.950430,512,144862,26.88,284.48,2.159392,463,149522,24.91,286.40
302,2.060837,483,140178,54.53,202.35,1.972118,507,145369,26.87,285.16,2.039212,490,150012,24.91,287.18
303,2.044273,488,140666,54.53,203.10,1.986361,503,145872,26.86,285.16,2.530763,395,150407,24.92,287.18
304,1.977283,504,141170,54.55,204.50,2.131762,468,146340,26.85,285.16,2.663602,375,150782,24.93,288.20
305,2.102304,474,141644,54.55,204.50,2.151687,465,146805,26.86,285.68,2.574252,388,151170,24.93,288.20
306,1.934270,515,142159,54.57,204.78,2.150430,463,147268,26.86,286.19,2.550470,392,151562,24.93,288.20
307,1.974357,505,142664,54.57,205.54,2.131982,470,147738,26.86,286.19,2.495214,400,151962,24.94,288.20
308,1.990735,500,143164,54.57,205.71,2.192698,456,148194,26.86,286.19,2.554726,391,152353,24.94,288.20
309,1.954103,510,143674,54.59,206.41,2.108577,474,148668,26.86,286.19,2.511660,399,152752,24.95,288.58
310,1.945824,512,144186,54.59,206.60,2.096161,476,149144,26.86,287.59,2.345492,426,153178,24.95,288.58
311,2.030939,491,144677,54.60,206.84,2.176791,459,149603,26.86,287.59,2.065655,484,153662,24.96,289.30
312,1.971744,505,145182,54.61,206.84,2.157787,463,150066,26.85,287.59,1.998099,500,154162,24.96,289.30
313,1.960931,508,145690,54.62,206.84,2.134060,469,150535,26.85,287.61,1.951551,511,154673,24.96,290.15
314,1.986708,502,146192,54.62,207.35,2.042184,489,151024,26.85,288.47,1.900442,527,155200,24.95,290.83
315,2.058926,484,146676,54.62,207.35,1.970156,506,151530,26.85,289.33,1.859900,537,155737,24.93,291.17
316,2.012514,494,147170,54.64,208.39,2.009026,498,152028,26.84,289.33,1.887518,529,156266,24.93,291.17
317,2.008315,497,147667,54.64,208.79,2.036129,490,152518,26.82,289.33,2.000842,500,156766,24.92,291.85
318,1.967854,506,148173,54.64,208.79,2.012249,497,153015,26.82,290.69,2.054451,486,157252,24.93,292.54
319,2.076729,480,148653,54.64,208.79,2.047823,489,153504,26.80,290.69,2.037651,491,157743,24.93,292.54
320,1.993561,500,149153,54.64,209.25,2.110832,472,153976,26.79,290.69,2.111983,473,158216,24.93,293.40
321,2.023226,493,149646,54.65,209.56,2.194769,456,154432,26.79,291.37,2.116166,472,158688,24.93,293.40
322,1.962272,506,150152,54.63,211.00,2.287601,437,154869,26.79,292.23,2.182058,458,159146,24.94,294.47
323,2.030106,492,150644,54.66,212.75,2.226659,449,155318,26.79,292.23,2.154603,464,159610,24.94,294.47
324,2.056986,484,151128,54.65,213.26,2.101302,475,155793,26.78,292.23,2.125771,470,160080,24.94,294.47
325,2.074389,481,151609,54.65,214.26,2.178695,459,156252,26.79,292.57,2.109138,474,160554,24.95,294.47
326,2.059616,484,152093,54.66,215.06,2.110596,473,156725,26.79,292.57,2.123388,469,161023,24.96,295.84
327,2.051907,486,152579,54.68,215.96,2.093246,478,157203,26.79,292.96,1.999612,501,161524,24.96,295.84
328,2.047879,487,153066,54.67,216.09,2.115605,471,157674,26.79,292.96,1.924857,519,162043,24.95,296.01
329,2.076708,480,153546,54.67,216.09,2.231328,449,158123,26.79,292.96,1.952976,511,162554,24.95,296.01
330,2.136000,467,154013,54.68,216.22,2.024039,493,158616,26.79,293.27,1.912317,523,163077,24.94,296.01
331,2.102519,473,154486,54.68,216.38,2.003862,499,159115,26.78,294.12,1.908365,524,163601,24.94,296.01
332,2.024715,493,154979,54.68,216.54,2.007095,498,159613,26.77,294.12,1.882967,531,164132,24.93,296.01
333,1.954791,511,155490,54.68,216.54,2.027539,493,160106,26.77,294.81,1.920719,520,164652,24.92,296.69
334,2.111280,472,155962,54.69,217.07,1.997828,500,160606,26.75,294.81,1.874923,533,165185,24.91,297.37
335,1.984981,502,156464,54.70,217.79,1.982626,504,161110,26.75,295.50,1.902220,525,165710,24.91,297.37
336,2.043923,487,156951,54.70,218.69,2.022386,494,161604,26.73,295.50,1.891838,528,166238,24.91,298.91
337,2.009077,496,157447,54.71,219.45,1.952000,511,162115,26.73,296.18,1.870792,534,166772,24.91,299.25
338,2.037415,489,157936,54.72,219.45,1.952319,512,162627,26.72,297.03,1.906464,524,167296,24.90,299.25
339,2.056708,485,158421,54.71,219.45,2.033025,492,163119,26.71,297.71,1.968548,508,167804,24.89,299.25
340,2.130030,468,158889,54.71,219.45,2.016779,495,163614,26.70,298.40,1.903098,525,168329,24.89,299.59
341,2.239318,445,159334,54.72,220.30,2.009746,497,164111,26.69,298.40,1.887939,528,168857,24.89,300.27
342,2.166216,460,159794,54.73,222.77,1.963768,509,164620,26.68,298.40,1.905810,525,169382,24.88,300.27
343,2.180777,457,160251,54.75,223.11,1.995796,501,165121,26.67,298.74,1.881801,531,169913,24.88,301.81
344,2.331319,427,160678,54.74,223.61,1.935284,516,165637,26.66,299.43,1.851338,540,170453,24.87,301.81
345,2.281636,437,161115,54.74,223.61,1.964807,509,166146,26.66,300.28,1.870555,534,170987,24.86,302.49
346,2.252699,442,161557,54.75,224.33,1.942334,514,166660,26.65,300.28,1.840622,543,171530,24.86,302.49
347,2.166008,461,162018,54.76,225.10,2.002071,499,167159,26.64,301.05,1.953970,511,172041,24.85,303.17
348,2.210888,450,162468,54.76,225.58,2.312692,432,167591,26.63,301.39,1.847437,541,172582,24.84,303.17
349,2.274171,439,162907,54.76,225.58,2.268228,441,168032,26.63,301.39,1.919557,521,173103,24.84,304.07
350,2.702365,369,163276,54.76,225.98,2.257677,442,168474,26.63,301.39,1.920593,520,173623,24.84,304.07
351,2.753877,362,163638,54.75,225.98,2.221297,450,168924,26.63,301.39,1.907678,523,174146,24.83,304.07
352,2.554390,390,164028,54.74,226.21,2.277534,439,169363,26.63,302.07,1.893516,528,174674,24.83,304.07
353,2.622957,378,164406,54.73,226.52,2.382025,419,169782,26.64,302.24,1.933453,517,175191,24.82,304.41
354,2.600000,386,164792,54.73,227.09,2.237202,447,170229,26.64,302.24,1.893872,528,175719,24.82,305.09
355,2.670434,373,165165,54.75,227.09,2.280383,438,170667,26.64,302.24,1.866818,534,176253,24.81,305.09
356,2.789089,358,165523,54.75,227.31,2.305222,434,171101,26.64,303.61,1.907671,524,176777,24.81,305.94
357,2.624981,379,165902,54.75,227.54,2.289935,436,171537,26.65,303.61,1.891885,529,177306,24.81,307.31
358,2.740972,364,166266,54.75,227.54,1.963789,509,172046,26.65,303.61,1.900419,525,177831,24.80,307.31
359,2.658576,376,166642,54.76,227.75,1.954701,511,172557,26.64,303.61,1.927222,519,178350,24.80,307.31
360,2.465912,403,167045,54.77,229.30,1.958479,510,173067,26.63,304.29,2.478636,403,178753,24.85,311.40
361,2.050111,487,167532,54.80,229.91,1.968803,508,173575,26.63,305.83,2.450114,408,179161,25.04,317.40
362,2.134024,467,167999,54.80,229.91,1.955371,510,174085,26.61,305.83,1.932209,517,179678,25.02,317.40
363,2.026645,492,168491,54.81,230.20,1.978223,506,174591,26.60,306.51,2.380656,419,180097,25.02,317.40
364,2.045976,487,168978,54.82,230.20,2.167026,461,175052,26.60,306.51,2.469281,406,180503,25.16,322.96
365,2.215880,449,169427,54.85,232.76,2.122201,471,175523,26.60,306.85,2.426696,411,180914,25.16,322.69
366,2.040094,489,169916,54.85,233.82,2.106391,474,175997,26.59,306.85,2.468113,405,181319,25.17,322.69
367,2.049550,486,170402,54.84,234.15,2.121299,471,176468,26.60,307.53,2.492394,401,181720,25.16,322.69
368,1.999567,498,170900,54.84,234.40,2.194821,456,176924,26.60,308.38,2.481556,403,182123,25.17,322.69
369,2.077656,480,171380,54.85,235.13,2.087464,478,177402,26.60,309.06,2.424127,412,182535,25.17,322.69
370,2.038907,488,171868,54.84,236.14,2.055948,477,177879,26.59,309.06,2.357991,424,182959,25.17,322.69
371,1.987211,502,172370,54.86,236.33,2.893180,352,178231,26.73,314.32,1.979453,505,183464,25.17,322.69
372,1.937723,514,172884,54.85,236.67,2.128558,469,178700,26.72,314.32,2.058717,485,183949,25.18,322.56
373,1.982881,502,173386,54.86,237.15,2.806168,356,179056,26.72,314.32,1.921844,520,184469,25.18,322.56
374,1.926166,517,173903,54.86,237.15,1.910754,523,179579,26.86,319.17,1.925361,519,184988,25.17,322.56
375,1.978886,504,174407,54.85,237.96,1.991434,502,180081,26.83,319.52,1.904725,524,185512,25.16,322.56
376,1.994935,499,174906,54.86,238.11,1.983792,504,180585,27.00,325.00,1.913020,523,186035,25.16,322.56
377,1.998083,499,175405,54.87,238.11,1.968281,508,181093,27.03,325.15,2.015691,496,186531,25.15,322.56
378,1.966852,506,175911,54.86,238.11,1.972342,506,181599,27.01,325.01,2.166906,461,186992,25.16,322.56
379,1.921673,518,176429,54.85,238.25,2.084672,479,182078,27.00,323.85,2.113546,473,187465,25.16,322.05
380,2.049962,486,176915,54.85,239.47,2.092179,478,182556,26.99,323.85,2.111078,473,187938,25.16,322.05
381,2.045011,487,177402,54.87,239.96,2.060626,485,183041,26.99,323.85,2.100518,476,188414,25.16,322.05
382,2.013757,495,177897,54.88,240.76,2.106362,475,183516,26.99,323.85,2.128590,469,188883,25.16,321.70
383,1.965019,507,178404,54.88,240.90,2.072216,482,183998,26.99,323.72,2.139543,467,189350,25.16,321.70
384,2.002889,497,178901,54.88,241.21,2.124859,470,184468,26.99,323.72,2.047042,489,189839,25.16,321.70
385,2.118241,471,179372,54.89,242.59,2.150998,465,184933,26.98,324.11,2.028384,492,190331,25.17,321.53
386,2.065835,482,179854,54.89,242.84,2.151461,464,185397,26.99,324.11,2.049448,488,190819,25.17,321.02
387,2.095310,476,180330,54.90,245.29,2.040955,489,185886,26.98,324.11,1.979371,505,191324,25.17,321.02
388,2.097145,476,180806,54.90,245.92,2.051408,487,186373,27.04,323.60,1.872381,533,191857,25.16,321.57
389,2.026609,492,181298,54.91,246.90,2.077498,482,186855,27.05,323.60,1.888638,529,192386,25.15,321.57
390,2.040684,488,181786,54.91,246.90,1.938283,515,187370,27.05,323.43,1.858105,538,192924,25.15,322.26
391,2.062594,483,182269,54.91,247.92,1.939935,515,187885,27.10,324.36,1.885077,530,193454,25.15,322.26
392,2.102257,475,182744,54.92,247.92,1.900657,526,188411,27.11,324.36,1.810826,552,194006,25.15,324.15
393,2.135831,466,183210,54.94,248.18,1.974769,506,188917,27.11,323.85,1.880706,531,194537,25.14,324.15
394,2.023745,493,183703,54.94,248.18,1.898513,526,189443,27.10,323.59,1.901571,526,195063,25.13,324.83
395,2.069786,481,184184,54.94,248.38,1.860208,537,189980,27.09,323.59,1.923282,519,195582,25.13,324.83
396,2.023913,491,184675,54.93,248.38,1.951392,512,190492,27.08,323.07,1.882420,531,196113,25.12,324.83
397,2.068054,483,185158,54.95,248.57,1.835582,544,191036,27.07,323.07,1.950673,513,196626,25.12,325.51
398,2.083055,478,185636,54.96,248.57,1.944834,514,191550,27.06,323.07,1.913325,522,197148,25.13,328.42
399,2.076166,480,186116,54.95,248.74,1.881512,531,192081,27.05,323.07,1.899490,526,197674,25.13,328.42
400,2.267416,440,186556,54.95,248.74,1.893549,528,192609,27.05,323.76,2.027681,493,198167,25.12,328.42
401,2.383699,418,186974,54.95,249.06,2.002743,498,193107,27.04,324.16,1.983280,504,198671,25.13,331.23
402,2.284809,436,187410,54.96,249.06,1.955300,511,193618,27.04,324.16,1.888874,529,199200,25.12,331.23
403,2.212920,450,187860,54.96,249.34,1.939226,516,194134,27.03,325.35,1.877828,532,199732,25.11,331.23
404,2.273411,439,188299,54.97,249.57,1.893225,528,194662,27.02,326.03,1.895711,527,200259,25.14,334.64
405,2.312631,431,188730,54.99,249.75,1.862054,536,195198,27.02,326.71,1.881095,531,200790,25.13,336.69
406,2.210996,451,189181,54.98,249.75,1.859597,537,195735,27.01,326.71,1.884490,530,201320,25.13,336.69
407,2.230325,447,189628,54.99,251.58,1.858654,538,196273,27.01,327.06,1.874863,533,201853,25.12,337.38
408,2.207218,451,190079,54.99,251.83,2.312641,432,196705,27.00,327.74,1.894312,527,202380,25.12,338.06
409,2.239902,445,190524,54.99,252.35,2.574070,388,197093,27.01,327.96,1.835935,544,202924,25.11,338.08
410,2.434065,408,190932,55.00,254.78,2.185581,457,197550,27.01,330.73,1.873526,534,203458,25.11,338.93
411,2.592380,386,191318,55.02,256.40,2.185477,458,198008,27.01,330.73,1.873515,533,203991,25.11,338.93
412,2.576638,387,191705,55.01,256.58,2.219912,450,198458,27.01,333.51,1.946540,514,204505,25.10,339.61
413,2.511672,397,192102,55.00,256.78,2.498423,400,198858,27.01,333.51,1.892652,528,205033,25.10,339.61
414,2.569971,387,192489,54.99,257.16,2.221149,450,199308,27.04,334.24,1.867941,535,205568,25.10,339.61
415,2.575848,388,192877,54.99,257.16,2.253918,443,199751,27.04,335.67,1.882342,530,206098,25.09,339.61
416,2.761123,362,193239,54.99,257.38,2.253277,443,200194,27.05,336.36,1.879095,532,206630,25.09,342.17
417,2.728556,365,193604,55.02,257.38,2.279955,439,200633,27.05,336.36,1.873783,533,207163,25.08,342.17
418,2.577077,387,193991,55.03,257.38,2.234042,447,201080,27.05,337.04,1.853883,539,207702,25.07,342.17
419,2.631743,379,194370,55.03,257.43,1.911316,523,201603,27.04,337.04,1.936679,516,208218,25.07,343.53
420,2.444451,408,194778,55.03,257.91,1.990426,502,202105,27.03,337.72,1.902736,525,208743,25.07,343.53
421,2.093676,476,195254,55.03,258.38,1.934761,515,202620,27.02,340.61,1.970095,507,209250,25.07,343.53
422,2.100868,473,195727,55.05,258.72,2.059671,486,203106,27.02,340.61,1.946178,514,209764,25.07,343.70
423,2.086655,479,196206,55.04,258.72,1.935051,516,203622,27.01,340.61,2.357196,424,210188,25.08,345.07
424,2.029569,491,196697,55.07,260.07,2.101503,476,204098,27.01,341.97,2.429754,411,210599,25.08,345.07
425,2.006054,496,197193,55.07,260.67,2.048875,487,204585,27.01,341.97,2.488779,402,211001,25.08,345.25
426,1.989290,501,197694,55.08,260.89,2.010802,497,205082,27.01,341.97,2.484001,402,211403,25.09,345.25
427,1.894272,525,198219,55.08,261.13,2.037168,491,205573,27.01,341.97,2.451588,408,211811,25.09,345.25
428,1.923892,519,198738,55.08,261.37,2.031305,492,206065,27.01,344.02,2.504836,399,212210,25.09,345.25
429,1.941732,512,199250,55.07,262.08,2.069108,482,206547,27.01,344.02,2.505801,398,212608,25.10,346.47
430,2.028846,492,199742,55.10,264.95,2.033574,492,207039,27.01,344.02,2.437417,410,213018,25.10,347.16
431,1.972047,505,200247,55.10,264.95,2.002702,499,207538,27.01,345.39,2.011735,497,213515,25.09,347.16
432,1.981930,503,200750,55.09,265.36,2.094999,477,208015,27.01,345.39,1.971942,507,214022,25.09,347.16
433,1.939442,513,201263,55.09,265.85,2.034546,491,208506,27.01,345.39,1.948328,513,214535,25.09,347.87
434,1.983069,502,201765,55.09,266.24,1.945583,513,209019,27.01,346.07,1.893257,528,215063,25.09,348.26
435,2.016342,494,202259,55.10,266.24,1.878343,532,209551,27.00,346.75,1.877167,532,215595,25.08,349.02
436,2.026161,491,202750,55.11,268.12,1.927618,519,210070,27.00,346.75,1.912500,522,216117,25.08,349.70
437,1.982294,501,203251,55.11,268.55,2.039716,490,210560,26.99,347.43,1.941274,515,216632,25.08,349.71
438,1.995401,498,203749,55.11,268.78,1.997911,500,211060,26.99,348.11,2.075696,482,217114,25.08,349.71
439,2.139539,465,204214,55.12,268.95,1.951514,512,211572,26.98,348.11,2.057650,485,217599,25.08,349.71
440,2.035270,489,204703,55.12,269.39,2.081942,479,212051,26.98,348.80,2.074483,482,218081,25.08,351.08
441,2.092340,476,205179,55.10,269.56,2.143636,466,212517,26.98,349.48,2.042120,489,218570,25.09,351.59
442,2.002662,497,205676,55.12,270.01,2.208360,453,212970,26.98,350.16,2.020146,495,219065,25.08,351.59
443,2.064076,482,206158,55.11,270.35,2.180973,458,213428,26.97,350.16,2.028916,492,219557,25.09,352.27
444,2.057417,483,206641,55.12,270.88,2.152492,464,213892,26.97,350.16,1.975381,506,220063,25.09,352.95
445,2.060086,483,207124,55.11,271.57,2.142420,466,214358,26.97,350.16,1.953514,511,220574,25.09,352.95
446,2.098377,475,207599,55.10,271.57,2.144263,466,214824,26.97,351.19,1.995011,501,221075,25.08,352.95
447,2.087384,477,208076,55.09,272.42,2.199193,455,215279,26.97,351.19,1.984247,504,221579,25.09,354.14
448,2.111036,472,208548,55.10,273.62,2.135631,467,215746,26.97,351.87,1.874583,532,222111,25.09,354.48
449,2.054657,485,209033,55.11,273.62,2.086222,479,216225,26.97,351.87,1.905688,524,222635,25.08,354.82
450,2.037422,490,209523,55.10,273.62,1.922992,519,216744,26.96,352.55,1.857893,539,223174,25.08,354.82
451,1.983584,502,210025,55.09,273.62,1.897506,527,217271,26.96,353.23,1.848095,541,223715,25.07,354.82
452,2.038058,489,210514,55.07,273.74,2.046063,489,217760,26.95,353.91,1.888213,529,224244,25.07,354.82
453,2.143648,465,210979,55.06,275.02,1.887167,528,218288,26.95,354.59,1.882312,531,224775,25.07,356.93
454,2.045211,488,211467,55.07,277.95,1.929948,519,218807,26.94,355.28,1.862861,536,225311,25.06,356.93
455,2.012744,495,211962,55.07,278.23,1.929965,517,219324,26.93,355.28,1.842781,542,225853,25.05,356.95
456,2.066441,482,212444,55.07,278.47,1.875647,533,219857,26.93,355.28,1.930232,518,226371,25.05,357.63
457,2.073079,480,212924,55.07,278.77,1.959380,510,220367,26.93,356.35,1.849034,540,226911,25.05,357.97
458,2.003741,497,213421,55.08,278.77,1.894915,527,220894,26.91,356.35,1.868155,535,227446,25.05,358.31
459,1.977080,503,213924,55.08,278.77,1.887692,530,221424,26.91,356.35,1.899071,526,227972,25.04,359.00
460,2.233831,446,214370,55.09,279.25,1.869118,534,221958,26.91,357.42,1.875719,533,228505,25.04,359.68
461,2.270451,439,214809,55.11,279.25,1.868554,535,222493,26.90,357.42,1.842690,542,229047,25.04,359.68
462,2.274409,438,215247,55.11,279.25,1.898555,526,223019,26.90,357.42,1.889322,529,229576,25.04,359.68
463,2.323315,428,215675,55.11,279.53,1.893209,528,223547,26.89,358.79,1.917978,521,230097,25.03,361.04
464,2.322107,429,216104,55.11,279.86,1.903174,525,224072,26.88,358.79,1.865779,536,230633,25.03,361.04
465,2.267092,440,216544,55.11,279.86,1.854521,539,224611,26.88,358.79,1.880584,531,231164,25.02,361.39
466,2.276712,437,216981,55.11,280.47,1.867790,535,225146,26.87,359.47,1.863410,536,231700,25.02,361.39
467,2.304182,432,217413,55.13,280.73,1.922738,519,225665,26.86,359.47,1.852659,539,232239,25.01,361.39
